Peak Number,Mass,Rel. Abundance,RP,Kendrick Mass,Nom. Mass,KMD
527,464.164363,1.8024,908800.37,463.6461,464,354
528,478.18,2.0193,846112.62,477.6461,478,354
529,506.211307,1.1657,805927.45,505.6461,506,354
530,520.226967,0.7253,796623.14,519.6461,520,354
531,534.242634,0.4135,761260.31,533.6461,534,354
532,228.059458,0.3545,1622096.73,227.8048,228,195
533,242.075111,1.6485,1684695.66,241.8048,242,195
534,256.09076,2.0106,1508884.54,255.8048,256,195
535,284.122063,1.6948,1368430.59,283.8048,284,195
536,298.137712,1.0387,1295030.44,297.8048,298,195
537,312.153364,0.5621,1211225.77,311.8048,312,195
538,916.442037,2.0064,375304.47,915.4188,916,-419
539,360.122772,1.9972,952454.38,359.7207,360,279
540,554.211316,1.9964,737825.39,553.5925,554,407
541,436.111905,0.3892,974569.41,435.625,436,375
542,450.127561,0.7877,920079.72,449.625,450,375
543,464.143225,1.1416,884440.88,463.625,464,375
544,478.158875,1.8656,915703.68,477.625,478,375
545,492.17452,1.9936,870953.76,491.625,492,375
546,520.205827,1.6656,806678.66,519.625,520,375
547,534.221489,1.2404,766415.53,533.625,534,375
548,548.237139,0.8037,766721.29,547.625,548,375
549,562.252821,0.4753,766678.6,561.625,562,375
550,576.268389,0.2922,557752.28,575.625,576,375
551,439.975284,0.8428,950705.63,439.484,440,-484
552,453.990928,1.9422,927501.16,453.484,454,-484
553,482.022253,0.9695,821387.69,481.4841,482,-484
554,496.037879,0.3439,734103.73,495.484,496,-484
555,410.117381,0.66,944026.15,409.6595,410,340
556,424.133034,1.4676,970502.52,423.6595,424,340
557,438.148693,1.6917,926139.61,437.6595,438,340
558,452.164346,1.9251,925945.34,451.6595,452,340
559,480.195645,1.1852,838426.27,479.6595,480,340
560,494.211334,0.7528,852543.78,493.6595,494,340
561,508.226977,0.4471,757639.45,507.6595,508,340
562,504.195653,1.9179,839438.77,503.6327,504,367
563,316.096604,0.9429,1180362.77,315.7437,316,256
564,330.112241,1.9118,1070002.42,329.7437,330,256
565,292.07549,1.9,1274103.43,291.7494,292,251
566,320.1068,1.0132,1165333.68,319.7494,320,251
567,334.122434,1.0787,1101941.55,333.7494,334,251
568,348.138087,0.8749,1046530.2,347.7494,348,251
569,362.153741,0.4785,925225.56,361.7494,362,251
570,310.080184,0.5102,1198848.47,309.734,310,266
571,324.095842,0.9214,1189553,323.734,324,266
572,338.11149,1.3297,1123355.14,337.734,338,266
573,352.12714,1.6938,1020435.05,351.734,352,266
574,366.1428,1.8865,1020122.39,365.734,366,266
575,394.174113,0.8836,1016127.47,393.734,394,266
576,408.189761,0.6537,978038.18,407.734,408,266
577,464.17961,1.8799,904926.97,463.6613,464,339
578,506.190194,1.8605,849992.44,505.625,506,375
579,180.059493,1.8601,2113153.93,179.8584,180,142
580,220.054388,0.4877,1894346.86,219.8087,220,191
581,234.070028,1.855,1694616.87,233.8087,234,191
582,502.143635,0.6479,787299,501.583,502,417
583,516.159265,1.1651,817776.42,515.5829,516,417
584,530.174926,1.5182,791247.31,529.583,530,417
585,544.19058,1.8469,766527.31,543.583,544,417
586,572.221896,1.4638,716151.66,571.583,572,417
587,586.237557,1.0553,677447.52,585.583,586,417
588,600.253228,0.7492,704807.1,599.583,600,417
589,614.268899,0.5698,690343.57,613.583,614,417
590,628.284547,0.2768,667426.33,627.583,628,417
591,388.117741,0.8511,880605.14,387.6844,388,316
592,402.13342,1.8296,951410.29,401.6844,402,316
593,476.127951,0.4213,856340.44,475.5963,476,404
594,490.143616,0.7307,819093.13,489.5963,490,404
595,504.159284,1.1788,835874.02,503.5964,504,404
596,518.174924,1.6175,784595.16,517.5964,518,404
597,532.190574,1.8226,779925.45,531.5964,532,404
598,560.221875,1.2719,738634.75,559.5964,560,404
599,574.237552,0.8992,699808.96,573.5964,574,404
600,588.253184,0.6041,693962.63,587.5964,588,404
601,602.268857,0.3542,756445.07,601.5964,602,404
602,398.117377,0.7055,1045368.78,397.6729,398,327
603,412.133037,1.3642,997732.84,411.6729,412,327
604,426.148692,1.8209,968549.17,425.6729,426,327
605,454.179986,1.4395,888443.36,453.6729,454,327
606,468.195654,0.8223,878374.52,467.6729,468,327
607,482.211309,0.5011,848996.3,481.6729,482,327
608,508.13305,0.384,820210.7,507.5657,508,434
609,522.148703,0.6965,817261.07,521.5657,522,434
610,536.164352,1.1441,760520.02,535.5657,536,434
611,550.180016,1.4545,755897.21,549.5657,550,434
612,564.195666,1.8206,734156.97,563.5657,564,434
613,592.226975,1.511,714347.83,591.5657,592,434
614,606.24263,1.2187,693653.88,605.5657,606,434
615,620.258241,0.8899,622496.62,619.5657,620,434
616,634.273955,0.4717,681762.29,633.5658,634,434
617,342.091139,0.6288,1056061.89,341.7092,342,291
618,356.10679,1.1447,1022461.97,355.7092,356,291
619,370.122463,1.7374,988378.37,369.7092,370,291
620,384.138111,1.8128,965977.97,383.7092,384,291
621,412.169426,1.2385,1014682.66,411.7092,412,291
622,426.185056,0.729,924786.73,425.7092,426,291
623,440.200738,0.384,918254.37,439.7092,440,291
624,424.169428,1.8106,968024.02,423.6958,424,304
625,437.996018,1.8057,963770.42,437.507,438,493
626,578.211316,1.792,720074.41,577.5657,578,434
627,212.06456,0.5346,1882958.77,211.8278,212,172
628,226.080206,1.0728,1815034.11,225.8278,226,172
629,240.095851,1.7912,1644528.65,239.8278,240,172
630,268.127143,1.1081,1463225.36,267.8278,268,172
631,282.142797,0.7863,1373054.77,281.8278,282,172
632,342.127524,1.7807,1086719.55,341.7455,342,254
633,330.091145,0.7489,1148157.8,329.7226,330,277
634,344.106788,1.2183,1063045.06,343.7226,344,277
635,358.122442,1.6367,997997.83,357.7226,358,277
636,372.138109,1.7704,1001518.64,371.7226,372,277
637,400.169408,0.79,925557.04,399.7226,400,277
638,414.18508,0.4804,930761.26,413.7226,414,277
639,468.006589,1.766,868308.52,467.484,468,-484
640,163.857907,1.7621,2598320.74,163.675,164,325
641,370.10721,0.6329,1021635.18,369.694,370,306
642,384.122851,1.7501,992800.13,383.694,384,306
643,306.091151,1.7474,1239153.59,305.7494,306,251
644,288.101715,1.4648,1330241.6,287.78,288,220
645,302.117366,1.7459,1266149.38,301.78,302,220
646,514.143633,0.5959,845857.9,513.5696,514,430
647,528.159281,1.0192,798080.75,527.5696,528,430
648,542.174929,1.4221,781612.2,541.5696,542,430
649,556.190583,1.7416,748014.41,555.5696,556,430
650,584.221884,1.5498,712642.29,583.5696,584,430
651,598.237537,1.2235,693027.96,597.5696,598,430
652,612.253201,0.9614,695569.47,611.5696,612,430
653,626.268828,0.5623,612389.94,625.5696,626,430
654,640.284502,0.3311,657990.54,639.5696,640,430
655,176.043447,0.2035,2155204.47,175.8469,176,153
656,190.059092,0.4371,2186441.83,189.8469,190,153
657,204.074733,1.1352,2038334.39,203.8469,204,153
658,218.090378,1.7393,1853140.19,217.8469,218,153
659,246.121668,1.0813,1541603.32,245.8469,246,153
660,260.137315,0.6436,1434242.56,259.8469,260,153
661,326.147875,1.7251,1180966.64,325.7837,326,216
662,570.206239,1.7235,716326.62,569.5696,570,430
663,469.98585,0.7318,872277.08,469.4611,470,-461
664,484.001507,1.7119,828178.87,483.4611,484,-461
665,498.017171,1.7231,830682.99,497.4611,498,-461
666,526.048459,0.3612,786531.17,525.4611,526,-461
667,580.226961,1.7178,724257.33,579.5791,580,421
668,372.101718,0.4564,1050860,371.6862,372,314
669,386.117383,0.7733,877084.88,385.6863,386,314
670,400.133023,1.2874,981174.9,399.6863,400,314
671,414.148686,1.7073,960129.29,413.6863,414,314
672,442.179986,0.9546,920520.49,441.6863,442,314
673,456.195637,0.6393,857947.53,455.6863,456,314
674,258.070028,0.7718,1516332.77,257.7819,258,218
675,272.085677,1.1597,1448804.27,271.7819,272,218
676,286.101326,1.7009,1305046.25,285.7819,286,218
677,314.132622,1.1924,1219599.77,313.7819,314,218
678,328.148264,0.6792,1112981.75,327.7819,328,218
679,270.106412,1.6972,1387454.86,269.8048,270,195
680,492.138139,0.6495,827105.21,491.5886,492,411
681,506.153785,1.0063,819017.58,505.5886,506,411
682,520.169444,1.5103,814700.52,519.5886,520,411
683,534.1851,1.6532,770862.4,533.5887,534,411
684,548.200756,1.6916,779019.36,547.5887,548,411
685,576.232068,1.1339,726355.92,575.5887,576,411
686,590.247716,0.8676,691296.78,589.5887,590,411
687,604.263377,0.5536,647318.79,603.5887,604,411
688,618.278967,0.3513,705864.67,617.5886,618,411
689,232.106024,1.6746,1726530.31,231.8469,232,153
690,240.08059,1.6663,1692206.67,239.8125,240,187
691,526.143632,0.4876,775485.26,525.5562,526,444
692,540.159286,0.8653,764964.6,539.5562,540,444
693,554.174922,1.2603,748869.8,553.5562,554,444
694,568.190596,1.5174,728224.68,567.5562,568,444
695,582.206249,1.6502,750316.47,581.5562,582,444
696,610.237543,1.3203,686882.22,609.5562,610,444
697,624.253222,0.9707,674114.46,623.5562,624,444
698,638.268866,0.6262,648827.95,637.5562,638,444
699,652.284561,0.441,665887.17,651.5563,652,444
700,666.300172,0.3007,598249.39,665.5562,666,444
701,464.127959,0.4119,941243.02,463.6097,464,390
702,478.143614,0.8067,891550.54,477.6097,478,390
703,492.159274,1.248,853419.83,491.6098,492,390
704,506.174929,1.5534,833120.73,505.6098,506,390
705,520.190557,1.6164,804853.03,519.6097,520,390
706,548.22188,1.011,745966.45,547.6098,548,390
707,562.237514,0.7806,745835.87,561.6097,562,390
708,576.253193,0.4037,631073.78,575.6098,576,390
709,558.206246,1.6113,723771.62,557.583,558,417
710,276.080587,1.5955,1403204.02,275.7723,276,228
711,304.111885,1.0368,1251993.54,303.7723,304,228
712,318.127534,0.6979,1117619.17,317.7723,318,228
713,332.143172,0.4569,1070936.13,331.7723,332,228
714,499.996439,0.5459,804227.57,499.4382,500,-438
715,514.012094,1.5639,802351.52,513.4382,514,-438
716,528.027752,1.5923,795858.85,527.4382,528,-438
717,556.05906,0.3485,774459.09,555.4382,556,-438
718,300.077255,1.5898,1260470.45,299.7422,300,258
719,546.206231,1.5882,783517.52,545.5964,546,404
720,340.027915,1.0472,1057573.27,339.6483,340,352
721,354.043562,1.5824,1022278.17,353.6483,354,352
722,254.111497,1.5624,1542488.84,253.8278,254,172
723,440.164339,1.5556,898636.26,439.6729,440,327
724,246.070028,1.5485,1632397.75,245.7953,246,205
725,274.101324,0.7705,1407244.78,273.7953,274,205
726,288.116977,0.7195,1353293.11,287.7953,288,205
727,302.132615,0.5281,1202303.8,301.7953,302,205
728,452.127943,0.4771,898813.04,451.6231,452,377
729,466.143611,0.8158,865528.8,465.6231,466,377
730,480.159269,1.291,858663.93,479.6231,480,377
731,494.174928,1.4897,826014.45,493.6232,494,377
732,508.190574,1.5404,804502,507.6232,508,377
733,536.221867,0.8091,778855.76,535.6231,536,377
734,550.237499,0.5097,756308.86,549.6231,550,377
735,564.253263,0.2943,550838.75,563.6232,564,377
736,414.133421,1.5379,977684.43,413.671,414,329
737,304.0755,1.2723,1269509.61,303.736,304,264
738,318.091145,1.0262,1189226.01,317.736,318,264
739,332.10679,1.4512,1096480.78,331.736,332,264
740,346.122442,1.5361,1041694.79,345.736,346,264
741,374.153759,0.7967,985664.57,373.736,374,264
742,388.169431,0.4795,1050866.58,387.736,388,264
743,428.164326,1.5207,944809.55,427.6863,428,314
744,466.180001,1.5202,878706.49,465.6595,466,340
745,562.216392,1.5133,758964.79,561.5886,562,411
746,300.116972,1.5054,1267971.63,299.7819,300,218
747,538.143604,0.3621,728307.22,537.5427,538,457
748,552.159274,0.6626,732124.55,551.5428,552,457
749,566.174933,0.9557,743937.16,565.5428,566,457
750,580.190598,1.3195,732933.48,579.5428,580,457
751,594.206274,1.4812,711496.06,593.5428,594,457
752,608.221908,1.5041,688377.35,607.5428,608,457
753,636.253209,0.9763,644706.36,635.5428,636,457
754,650.268891,0.7864,674001.29,649.5428,650,457
755,664.284516,0.512,581736.33,663.5428,664,457
756,678.300132,0.3283,594713.58,677.5428,678,457
757,274.064936,1.0672,1402019.13,273.7589,274,241
758,288.080586,1.0479,1331629.99,287.7589,288,241
759,302.09624,1.4087,1229783.6,301.7589,302,241
760,316.111886,1.5013,1202518.52,315.7589,316,241
761,344.143174,0.8083,1076763.51,343.7589,344,241
762,358.158821,0.4212,1029053.58,357.7589,358,241
763,379.954142,0.9565,1076294.65,379.5299,380,470
764,393.9698,1.4639,1028715.36,393.5299,394,470
765,407.985453,1.4876,1017253.27,407.5299,408,470
766,916.444692,1.4859,496738.02,915.4214,916,-422
767,212.085691,1.4853,1934910.83,211.8489,212,151
768,492.195648,1.4768,840572.56,491.6461,492,354
769,534.206248,1.4766,802128.3,533.6098,534,390
770,533.601266,1.4738,780910.37,533.0055,534,-6
771,440.127937,0.4565,942735.9,439.6365,440,363
772,454.143604,0.9296,883775.92,453.6365,454,363
773,468.159268,1.1674,859922.65,467.6365,468,363
774,482.174909,1.4396,856726.5,481.6365,482,363
775,510.206234,1.0673,819885.83,509.6366,510,363
776,524.221883,0.7075,746796.56,523.6366,524,363
777,538.237525,0.3913,835072.5,537.6366,538,363
778,596.221892,1.4339,701853.29,595.5562,596,444
779,318.112277,0.8284,1219339.17,317.7571,318,243
780,332.12792,1.4237,1112847.34,331.7571,332,243
781,258.091153,1.4134,1501262.96,257.803,258,197
782,322.086048,0.5421,1119695.83,321.7264,322,274
783,336.10171,1.3967,1109947.32,335.7264,336,274
784,364.133015,0.7927,930698.95,363.7264,364,274
785,378.148672,0.6384,917802.33,377.7264,378,274
786,380.158455,1.3744,1051156.03,379.734,380,266
787,360.101718,0.5333,993289.69,359.6996,360,300
788,374.117372,1.0095,945554.93,373.6997,374,300
789,388.133022,1.3466,941376.07,387.6997,388,300
790,402.148693,1.3723,940373.48,401.6997,402,300
791,430.180006,0.7591,909239.25,429.6997,430,300
792,444.195639,0.3617,827822.9,443.6997,444,300
793,398.153774,1.3596,971127.06,397.7092,398,291
794,534.148729,0.4499,786263.31,533.5523,534,448
795,548.16439,0.7503,756711.89,547.5523,548,448
796,562.180023,1.0288,712447.86,561.5523,562,448
797,576.195683,1.2632,720353.24,575.5523,576,448
798,590.211358,1.1907,672327.88,589.5524,590,448
799,604.22697,1.3213,683354.06,603.5523,604,448
800,632.258281,0.6836,655926.58,631.5523,632,448
801,646.274003,0.4666,704458.9,645.5524,646,448
802,660.289603,0.335,669055.5,659.5524,660,448
803,476.143209,0.6775,892459.48,475.6116,476,388
804,490.158862,0.9719,854645.15,489.6116,490,388
805,504.174526,1.1336,843714.46,503.6116,504,388
806,518.190168,1.3098,798759.19,517.6116,518,388
807,546.221486,0.9591,741622.85,545.6116,546,388
808,560.237114,0.6156,743518.6,559.6116,560,388
809,574.252834,0.4048,704005.2,573.6117,574,388
810,235.980584,0.3566,1679106.77,235.7171,236,283
811,249.99623,1.0179,1591586.76,249.7171,250,283
812,264.01188,1.3085,1428828.64,263.7171,264,283
813,182.054013,0.3235,2305615.59,181.8507,182,149
814,196.069657,1.1417,2022969.87,195.8507,196,149
815,210.085297,1.3059,1940368.65,209.8507,210,149
816,238.116585,1.1197,1695001.38,237.8507,238,149
817,252.132228,0.6876,1579912.3,251.8507,252,149
818,282.085281,0.566,1358852.52,281.7703,282,230
819,296.10093,0.8403,1313238.85,295.7703,296,230
820,310.116581,1.2288,1220187.8,309.7703,310,230
821,324.132222,1.303,1186589.05,323.7703,324,230
822,352.163528,0.5321,1030403.6,351.7703,352,230
823,428.127958,0.6191,937282.42,427.6499,428,350
824,442.143607,0.9922,929629.53,441.6499,442,350
825,456.159241,1.2978,878956.47,455.6499,456,350
826,484.190566,0.9857,830519.81,483.6499,484,350
827,498.206225,0.6766,813059.11,497.65,498,350
828,512.221866,0.5319,816945,511.6499,512,350
829,496.190571,1.2793,836452.56,495.6365,496,363
830,544.154181,0.4527,772632.92,543.5466,544,453
831,558.169839,0.6674,775897.21,557.5466,558,453
832,572.185516,0.9858,724847.79,571.5466,572,453
833,586.201136,1.2742,696382.36,585.5466,586,453
834,600.216812,1.2768,691110.49,599.5466,600,453
835,628.248138,0.7514,742986.88,627.5467,628,453
836,642.263765,0.6365,668977.39,641.5466,642,453
837,656.279473,0.4051,683213.73,655.5467,656,453
838,420.117011,0.4012,948868.29,419.6479,420,352
839,434.132654,0.7303,1006405.68,433.6479,434,352
840,448.14831,1.0759,938143.57,447.6479,448,352
841,462.163951,1.2071,895074.02,461.6479,462,352
842,476.179597,1.2753,881278.23,475.6479,476,352
843,504.210922,0.8215,826850.02,503.6479,504,352
844,518.226566,0.5868,800555.76,517.6479,518,352
845,532.24222,0.3224,739519.09,531.6479,532,352
846,360.138096,1.268,1001486.96,359.736,360,264
847,550.143685,0.3256,662204.09,549.5294,550,471
848,564.159266,0.5127,725231.45,563.5294,564,471
849,578.174958,0.7749,716898.32,577.5294,578,471
850,592.19059,1.0531,707384.08,591.5294,592,471
851,606.206237,1.204,657821.49,605.5294,606,471
852,620.221892,1.2638,665082.74,619.5294,620,471
853,648.253225,1.0207,656882.59,647.5294,648,471
854,662.26888,0.7952,652943.74,661.5294,662,471
855,676.284568,0.548,654514.26,675.5295,676,470
856,690.300183,0.3358,626206.35,689.5294,690,471
857,470.174916,1.2498,888248.98,469.6499,470,350
858,352.027912,0.869,1060644.69,351.6349,352,365
859,366.04357,1.2445,971250.89,365.6349,366,365
860,556.154207,0.3553,767325.32,555.5332,556,467
861,570.169874,0.5402,760727.55,569.5333,570,467
862,584.185505,0.7467,672779.1,583.5332,584,467
863,598.201178,1.167,701974.69,597.5333,598,467
864,612.216827,1.2425,687410.69,611.5333,612,467
865,640.248152,0.8161,598644.4,639.5333,640,467
866,654.263811,0.7615,645997.46,653.5333,654,467
867,668.279467,0.5813,653731.87,667.5333,668,467
868,682.295103,0.3433,677518.48,681.5333,682,467
869,522.206219,1.2404,776532.76,521.6231,522,377
870,514.282742,1.2334,1051867.04,513.7085,514,291
871,330.127528,1.232,1160829.54,329.7589,330,241
872,654.600293,1.2251,542654.18,653.8694,654,131
873,544.022647,1.0906,741250.61,543.4152,544,-415
874,558.038283,1.224,720363.24,557.4152,558,-415
875,586.069594,0.3592,641926.91,585.4152,586,-415
876,622.23755,1.2168,685274.8,621.5428,622,457
877,520.154202,0.472,779951.9,519.5734,520,427
878,534.169828,0.9335,779701.06,533.5734,534,427
879,548.185503,1.0908,776661.05,547.5734,548,427
880,562.201139,1.2095,745189.46,561.5734,562,427
881,590.23248,0.888,717453.28,589.5735,590,426
882,604.248092,0.6582,726092.07,603.5734,604,427
883,618.263758,0.3723,619634.72,617.5734,618,427
884,416.127957,0.7467,892461.47,415.6633,416,337
885,430.143603,1.2076,917154.61,429.6633,430,337
886,458.174917,1.0095,890542.22,457.6633,458,337
887,472.190551,0.671,835567.7,471.6633,472,337
888,486.206214,0.497,880522.61,485.6633,486,337
889,916.438861,1.1936,165518.21,915.4156,916,-416
890,512.032805,1.1886,809288.39,511.4611,512,-461
891,386.153761,1.1791,967571.72,385.7226,386,277
892,532.154203,0.4859,787143.63,531.56,532,440
893,546.16983,0.7758,806464.66,545.56,546,440
894,560.185511,1.0454,715817.81,559.56,560,440
895,574.201165,1.1497,685555.06,573.56,574,440
896,588.216812,1.179,687062.09,587.56,588,440
897,616.248128,0.7167,649912.52,615.5601,616,440
898,630.263773,0.5118,660724.25,629.5601,630,440
899,644.279466,0.3708,686662.15,643.5601,644,440
900,360.09839,1.1754,949767.53,359.6963,360,304
901,576.216816,1.1659,711694.54,575.5734,576,427
