There were 3704 Peaks found from m/z=   106.72    to m/z=   983.50.
NEGATIVE ION MODE
Noise threshold: 0.012182        Peak threshold: 0.017403

Calibration parameters: A = 144217945.493776 , B = -350102700.706502 and Trap Plate Voltage = -1.000000
Center of Mass for the Assigned Window is   391.7691

 There were ,1168 odd peaks, and ,2536 even peaks

Peak Number,Mass,Rel. Abundance,RP,Kendrick Mass,Nom. Mass,Odd/Even,Nom. Z,KMD,Series Fit,DBE,Group,,Molecular Formula
    1086, 726.167265,  0.0121,  142760.72,  725.3565,  726,   1,  -3,-357, 756,19.0,,N1 O17 ,*,C,34,H,32,N,1,O,17,,,,,,,,,,,,,,,,,
    1087, 632.151893,  0.0121,  457817.62,  631.4461,  632,   1, -13,-446, 757,20.0,,N3 O12 ,,C,31,H,26,N,3,O,12,,,,,,,,,,,,,,,,,
    1088, 782.016978,  0.0121,  602266.44,  781.1438,  782,   1,  -3,-144, 758,34.0,,N3 O17 ,*,C,38,H,12,N,3,O,17,,,,,,,,,,,,,,,,,
    1089, 670.206805,  0.0121,  516439.34,  669.4585,  670,   1,  -3,-459, 759, 0.0,,,No Hit
    1090, 774.233372,  0.0120,  606528.52,  773.3689,  774,   1, -11,-369, 760, 0.0,,,No Hit
    1091, 608.448678,  0.0120,  613882.75,  607.7693,  608,   1,  -8, 231, 761, 0.0,,,No Hit
    1092, 714.211902,  0.0120,  564543.75,  713.4144,  714,   1,  -1,-415, 762, 0.0,,,No Hit
    1093, 810.215009,  0.0120,  312410.13,  809.3104,  810,   1,  -3,-310, 763,25.0,,N3 O15 ,,C,41,H,36,N,3,O,15,,,,,,,,,,,,,,,,,
    1094, 746.244082,  0.0120,  461913.86,  745.4109,  746,   1, -11,-411, 764,23.0,,N1 O4 S3 ,,C,44,H,44,N,1,O,4,S,3,,,,,,,,,,,,,,,
    1095, 669.932406,  0.0120,  633076.86,  669.1844,  670,   1,  -3,-184, 765,10.0,,N1 O27 S1 ,*,C,15,H,12,N,1,O,27,S,1,,,,,,,,,,,,,,,
    1096, 639.851747,  0.0120,  583193.94,  639.1373,  640,   1,  -5,-137, 766, 8.0,,N1 O33 ,,C,8,H,2,N,1,O,33,,,,,,,,,,,,,,,,,
    1097, 832.698818,  0.0120,  228098.35,  831.7691,  832,   1,  -8, 231, 767, 0.0,,,No Hit
    1098, 628.542505,  0.0120,  687894.81,  627.8407,  628,   1,  -2, 159, 768, 6.0,,N3 O3 ,,C,39,H,70,N,3,O,3,,,,,,,,,,,,,,,,,
    1099, 620.542937,  0.0120,  657033.74,  619.8501,  620,   1, -10, 150, 769, 0.0,,,No Hit
    1100, 743.864996,  0.0120,  255599.16,  743.0344,  744,   1, -13, -35, 770,22.0,,N3 O26 S1 ,,C,21,H,2,N,3,O,26,S,1,,,,,,,,,,,,,,,
    1101, 736.792077,  0.0119,  203917.90,  735.9694,  736,   1,  -6,  31, 771, 0.0,,,No Hit
    1102, 762.470204,  0.0119,  368025.38,  761.6189,  762,   1,  -8, 381, 772,14.0,,N3 O8 ,,C,44,H,64,N,3,O,8,,,,,,,,,,,,,,,,,
    1103, 199.231508,  0.0119, 1579155.25,  199.0091,  200,   1, -11,  -9, 773, 0.0,,,No Hit
    1104, 169.714940,  0.0119, 1500378.31,  169.5254,  170,   1, -12, 475, 774, 0.0,,,No Hit
    1105, 596.191246,  0.0119,  674657.53,  595.5256,  596,   1,  -6, 474, 775, 0.0,,,No Hit
    1106, 738.175532,  0.0119,  460220.74,  737.3513,  738,   1,  -5,-351, 776, 0.0,,,No Hit
    1107, 781.946045,  0.0118,  474278.99,  781.0730,  782,   1,  -3, -73, 777,44.0,,N1 O12 S1 ,*,C,45,H,4,N,1,O,12,S,1,,,,,,,,,,,,,,,
    1108, 743.880952,  0.0118,  641454.60,  743.0504,  744,   1, -13, -50, 778, 8.0,,N1 O34 S1 ,,C,12,H,10,N,1,O,34,S,1,,,,,,,,,,,,,,,
    1109, 688.175138,  0.0118,  515824.52,  687.4068,  688,   1, -13,-407, 779, 0.0,,,No Hit
    1110, 726.161633,  0.0117,  139455.61,  725.3508,  726,   1,  -3,-351, 780,28.0,,N1 O12 ,*,C,41,H,28,N,1,O,12,,,,,,,,,,,,,,,,,
    1111, 200.043423,  0.0117, 2002488.63,  199.8201,  200,   1, -10, 180, 781, 0.0,,,No Hit
    1112, 726.177223,  0.0117,  397916.78,  725.3664,  726,   1,  -3,-366, 782,32.0,,N1 O9 ,*,C,45,H,28,N,1,O,9,,,,,,,,,,,,,,,,,
    1113, 629.745832,  0.0116,  624218.02,  629.0427,  630,   1,  -1, -43, 783, 0.0,,,No Hit
    1114, 668.145080,  0.0116,  156920.02,  667.3991,  668,   1,  -5,-399, 784,17.0,,N1 O8 S3 ,,C,33,H,34,N,1,O,8,S,3,,,,,,,,,,,,,,,
    1115, 199.231210,  0.0116,  699883.42,  199.0088,  200,   1, -11,  -9, 785, 0.0,,,No Hit
    1116, 652.072232,  0.0116,  436287.89,  651.3442,  652,   1,  -7,-344, 786, 0.0,,,No Hit
    1117, 642.091366,  0.0115,  583875.92,  641.3744,  642,   1,  -3,-375, 787, 9.0,,N3 O16 S2 ,,C,21,H,28,N,3,O,16,S,2,,,,,,,,,,,,,,,
    1118, 183.962601,  0.0114, 2206155.72,  183.7572,  184,   1, -12, 243, 788, 0.0,,,No Hit
    1119, 148.053271,  0.0106, 2111738.33,  147.8880,  148,   1,  -6, 112, 789, 0.0,,,No Hit
    1120, 199.237031,  0.0105, 1106225.74,  199.0146,  200,   1, -11, -15, 790, 0.0,,,No Hit
    1121, 224.059813,  0.0105, 1899475.78,  223.8096,  224,   1, -14, 190, 791, 1.0,,N1 O5 S1 ,,C,7,H,14,N,1,O,5,S,1,,,,,,,,,,,,,,,
    1122, 199.228508,  0.0105,  880778.28,  199.0061,  200,   1, -11,  -6, 792, 0.0,,,No Hit
    1123, 230.075102,  0.0104, 1361698.32,  229.8182,  230,   1,  -8, 182, 793, 0.0,,,No Hit
    1124, 158.010973,  0.0104, 2057668.14,  157.8345,  158,   1, -10, 165, 794, 0.0,,,No Hit
    1125, 147.816670,  0.0103, 2048729.92,  147.6516,  148,   1,  -6, 348, 795, 0.0,,,No Hit
    1126, 199.237787,  0.0103, 1543828.15,  199.0153,  200,   1, -11, -15, 796, 0.0,,,No Hit
    1127, 199.237380,  0.0102, 1688602.78,  199.0149,  200,   1, -11, -15, 797, 0.0,,,No Hit
    1128, 228.059459,  0.0102, 1755923.87,  227.8048,  228,   1, -10, 195, 798, 0.0,,,No Hit
    1129, 199.229172,  0.0101, 1669192.21,  199.0067,  200,   1, -11,  -7, 799, 0.0,,,No Hit
    1130, 199.236582,  0.0099, 2202140.43,  199.0141,  200,   1, -11, -14, 800, 0.0,,,No Hit
    1131, 201.562983,  0.0098, 1081891.17,  201.3379,  202,   1,  -9,-338, 801, 0.0,,,No Hit
    1132, 232.069611,  0.0098, 1417550.96,  231.8105,  232,   1,  -6, 189, 802, 0.0,,,No Hit
    1133, 183.291924,  0.0097, 1843429.52,  183.0873,  184,   1, -13, -87, 803, 0.0,,,No Hit
    1134, 113.506032,  0.0097, 3032028.96,  113.3793,  114,   1, -13,-379, 804, 0.0,,,No Hit
    1135, 199.230632,  0.0096,  749791.65,  199.0082,  200,   1, -11,  -8, 805, 0.0,,,No Hit
    1136, 169.716012,  0.0095, 1753476.29,  169.5265,  170,   1, -12, 473, 806, 0.0,,,No Hit
    1137, 113.550244,  0.0095, 2017239.51,  113.4235,  114,   1, -13,-423, 807, 0.0,,,No Hit
    1138, 113.577237,  0.0093, 2653408.28,  113.4504,  114,   1, -13,-450, 808, 0.0,,,No Hit
    1139, 113.559975,  0.0093, 3175170.66,  113.4332,  114,   1, -13,-433, 809, 0.0,,,No Hit
    1140, 199.229456,  0.0092, 1348336.79,  199.0070,  200,   1, -11,  -7, 810, 0.0,,,No Hit
    1141, 113.534315,  0.0092, 3971098.99,  113.4075,  114,   1, -13,-408, 811, 0.0,,,No Hit
    1142, 158.009967,  0.0091, 1953339.66,  157.8335,  158,   1, -10, 166, 812, 0.0,,,No Hit
    1143, 183.292076,  0.0089, 1607364.83,  183.0874,  184,   1, -13, -87, 813, 0.0,,,No Hit
    1144, 147.816014,  0.0088, 2168369.80,  147.6510,  148,   1,  -6, 349, 814, 0.0,,,No Hit
    1145, 147.551714,  0.0086, 2756496.33,  147.3870,  148,   1,  -7,-387, 815, 0.0,,,No Hit
    1146, 169.719843,  0.0085, 2373660.31,  169.5303,  170,   1, -12, 470, 816, 0.0,,,No Hit
    1147, 183.291690,  0.0083, 1898621.43,  183.0870,  184,   1, -13, -87, 817, 0.0,,,No Hit
    1148, 113.561572,  0.0083, 3176500.04,  113.4348,  114,   1, -13,-435, 818, 0.0,,,No Hit
    1149, 113.505951,  0.0082, 3018271.24,  113.3792,  114,   1, -13,-379, 819, 0.0,,,No Hit
    1150, 169.715509,  0.0081, 2611827.89,  169.5260,  170,   1, -12, 474, 820, 0.0,,,No Hit
    1151, 169.715360,  0.0080, 1845554.17,  169.5259,  170,   1, -12, 474, 821, 0.0,,,No Hit
    1152, 169.720463,  0.0080, 1771209.06,  169.5310,  170,   1, -12, 469, 822, 0.0,,,No Hit
    1153, 113.551328,  0.0080, 3725281.21,  113.4245,  114,   1, -13,-425, 823, 0.0,,,No Hit
    1154, 147.816173,  0.0079, 1438772.30,  147.6511,  148,   1,  -6, 349, 824, 0.0,,,No Hit
    1155, 180.061934,  0.0077, 1814173.25,  179.8609,  180,   1,  -2, 139, 825, 0.0,,,No Hit
    1156, 169.719938,  0.0075, 2191043.75,  169.5304,  170,   1, -12, 470, 826, 0.0,,,No Hit
    1157, 169.713206,  0.0075, 1194616.81,  169.5237,  170,   1, -12, 476, 827, 0.0,,,No Hit
    1158, 169.719534,  0.0074, 1940938.29,  169.5300,  170,   1, -12, 470, 828, 0.0,,,No Hit
    1159, 147.816395,  0.0074, 2121327.72,  147.6514,  148,   1,  -6, 349, 829, 0.0,,,No Hit
    1160, 183.290651,  0.0074, 2224544.28,  183.0860,  184,   1, -13, -86, 830, 0.0,,,No Hit
    1161, 113.561445,  0.0074, 1921283.62,  113.4346,  114,   1, -13,-435, 831, 0.0,,,No Hit
    1162, 169.714489,  0.0074, 1837761.41,  169.5250,  170,   1, -12, 475, 832, 0.0,,,No Hit
    1163, 113.560232,  0.0073, 1945783.75,  113.4334,  114,   1, -13,-433, 833, 0.0,,,No Hit
    1164, 119.706986,  0.0073, 3759706.31,  119.5733,  120,   1,  -6, 427, 834, 0.0,,,No Hit
    1165, 113.550118,  0.0072, 1087797.59,  113.4233,  114,   1, -13,-423, 835, 0.0,,,No Hit
    1166, 147.816538,  0.0072,  780075.10,  147.6515,  148,   1,  -6, 348, 836, 0.0,,,No Hit
    1167, 113.561417,  0.0067, 1832548.32,  113.4346,  114,   1, -13,-435, 837, 0.0,,,No Hit
    1168, 113.598715,  0.0066, 2596761.39,  113.4719,  114,   1, -13,-472, 838, 0.0,,,No Hit
     ********************************************************************************************************************
     ********************************************************************************************************************
       1, 281.087779,  0.3549, 1416105.92,  280.7740,  281,   0, -13, 226,   0, 2.0,,O9 ,,C,10,H,17,,,O,9,,,,,,,,,,,,,,,,,
       2, 295.103405,100.0255, 1340174.78,  294.7739,  295,   0, -13, 226,   0, 2.0,,O9 ,,C,11,H,19,,,O,9,,,,,,,,,,,,,,,,,
       3, 345.103821,  0.0838, 1151093.12,  344.7185,  345,   0,  -5, 281,   1, 1.0,,O12 ,,C,11,H,21,,,O,12,,,,,,,,,,,,,,,,,
       4, 359.119456, 14.7717, 1178385.73,  358.7185,  359,   0,  -5, 281,   1, 1.0,,O12 ,,C,12,H,23,,,O,12,,,,,,,,,,,,,,,,,
       5, 429.124951,  0.0792,  924237.29,  428.6459,  429,   0,  -5, 354,   2, 3.0,,O14 ,,C,15,H,25,,,O,14,,,,,,,,,,,,,,,,,
       6, 443.140591,  0.1641,  892708.66,  442.6458,  443,   0,  -5, 354,   2, 3.0,,O14 ,,C,16,H,27,,,O,14,,,,,,,,,,,,,,,,,
       7, 457.156218,  8.6331,  894328.91,  456.6458,  457,   0,  -5, 354,   2, 3.0,,O14 ,,C,17,H,29,,,O,14,,,,,,,,,,,,,,,,,
       8, 327.093254,  0.2424, 1241397.45,  326.7281,  327,   0,  -9, 272,   3, 2.0,,O11 ,,C,11,H,19,,,O,11,,,,,,,,,,,,,,,,,
       9, 341.108893,  4.2441, 1193178.99,  340.7281,  341,   0,  -9, 272,   3, 2.0,,O11 ,,C,12,H,21,,,O,11,,,,,,,,,,,,,,,,,
      10, 369.140212,  0.0367, 1107882.60,  368.7281,  369,   0,  -9, 272,   3, 2.0,,O11 ,,C,14,H,25,,,O,11,,,,,,,,,,,,,,,,,
      11, 303.050999,  0.2382, 1331202.90,  302.7127,  303,   0,  -5, 287,   4,10.0,,O7 ,,C,15,H,11,,,O,7,,,,,,,,,,,,,,,,,
      12, 317.066648,  0.3654, 1284090.21,  316.7127,  317,   0,  -5, 287,   4,10.0,,O7 ,,C,16,H,13,,,O,7,,,,,,,,,,,,,,,,,
      13, 331.082290,  4.2051, 1240264.82,  330.7127,  331,   0,  -5, 287,   4,10.0,,O7 ,,C,17,H,15,,,O,7,,,,,,,,,,,,,,,,,
      14, 359.113603,  0.1813, 1137482.00,  358.7127,  359,   0,  -5, 287,   4,10.0,,O7 ,,C,19,H,19,,,O,7,,,,,,,,,,,,,,,,,
      15, 373.129253,  0.1357, 1089100.42,  372.7127,  373,   0,  -5, 287,   4,10.0,,O7 ,,C,20,H,21,,,O,7,,,,,,,,,,,,,,,,,
      16, 387.144898,  0.0999, 1049112.14,  386.7127,  387,   0,  -5, 287,   4,10.0,,O7 ,,C,21,H,23,,,O,7,,,,,,,,,,,,,,,,,
      17, 269.051396,  0.1145, 1458568.92,  268.7510,  269,   0, -11, 249,   5, 2.0,,O10 ,,C,8,H,13,,,O,10,,,,,,,,,,,,,,,,,
      18, 297.082697,  0.2818, 1350591.07,  296.7510,  297,   0, -11, 249,   5, 2.0,,O10 ,,C,10,H,17,,,O,10,,,,,,,,,,,,,,,,,
      19, 311.098348,  2.9894, 1318251.02,  310.7510,  311,   0, -11, 249,   5, 2.0,,O10 ,,C,11,H,19,,,O,10,,,,,,,,,,,,,,,,,
      20, 339.129638,  0.2214, 1201749.54,  338.7510,  339,   0, -11, 249,   5, 2.0,,O10 ,,C,13,H,23,,,O,10,,,,,,,,,,,,,,,,,
      21, 375.093260,  0.0502, 1110122.97,  374.6745,  375,   0,  -3, 326,   6, 6.0,,O11 ,,C,15,H,19,,,O,11,,,,,,,,,,,,,,,,,
      22, 389.108912,  0.2516, 1063365.90,  388.6745,  389,   0,  -3, 326,   6, 6.0,,O11 ,,C,16,H,21,,,O,11,,,,,,,,,,,,,,,,,
      23, 403.124552,  2.9537, 1028409.48,  402.6745,  403,   0,  -3, 326,   6, 6.0,,O11 ,,C,17,H,23,,,O,11,,,,,,,,,,,,,,,,,
      24, 431.155853,  0.0714,  901611.20,  430.6745,  431,   0,  -3, 326,   6, 6.0,,O11 ,,C,19,H,27,,,O,11,,,,,,,,,,,,,,,,,
      25, 445.171499,  0.0411,  908807.18,  444.6745,  445,   0,  -3, 326,   6, 6.0,,O11 ,,C,20,H,29,,,O,11,,,,,,,,,,,,,,,,,
      26, 459.187134,  0.0306,  871841.77,  458.6745,  459,   0,  -3, 326,   6, 6.0,,O11 ,,C,21,H,31,,,O,11,,,,,,,,,,,,,,,,,
      27, 309.082695,  0.8124, 1325530.26,  308.7376,  309,   0, -13, 262,   7, 3.0,,O10 ,,C,11,H,17,,,O,10,,,,,,,,,,,,,,,,,
      28, 323.098340,  2.7195, 1282023.71,  322.7376,  323,   0, -13, 262,   7, 3.0,,O10 ,,C,12,H,19,,,O,10,,,,,,,,,,,,,,,,,
      29, 351.129643,  0.2791, 1161507.83,  350.7376,  351,   0, -13, 262,   7, 3.0,,O10 ,,C,14,H,23,,,O,10,,,,,,,,,,,,,,,,,
      30, 365.145295,  0.2157, 1098086.21,  364.7376,  365,   0, -13, 262,   7, 3.0,,O10 ,,C,15,H,25,,,O,10,,,,,,,,,,,,,,,,,
      31, 379.160938,  0.0357, 1093092.76,  378.7376,  379,   0, -13, 262,   7, 3.0,,O10 ,,C,16,H,27,,,O,10,,,,,,,,,,,,,,,,,
      32, 263.077216,  0.1832, 1460767.28,  262.7835,  263,   0,  -3, 216,   8, 3.0,,O8 ,,C,10,H,15,,,O,8,,,,,,,,,,,,,,,,,
      33, 277.092868,  2.5441, 1437106.87,  276.7835,  277,   0,  -3, 216,   8, 3.0,,O8 ,,C,11,H,17,,,O,8,,,,,,,,,,,,,,,,,
      34, 447.135499,  0.0736,  888327.66,  446.6363,  447,   0,  -1, 364,   9, 2.0,,O15 ,,C,15,H,27,,,O,15,,,,,,,,,,,,,,,,,
      35, 461.151150,  0.0883,  852795.29,  460.6363,  461,   0,  -1, 364,   9, 2.0,,O15 ,,C,16,H,29,,,O,15,,,,,,,,,,,,,,,,,
      36, 475.166787,  2.4275,  832748.33,  474.6363,  475,   0,  -1, 364,   9, 2.0,,O15 ,,C,17,H,31,,,O,15,,,,,,,,,,,,,,,,,
      37, 309.040433,  0.2038, 1319986.62,  308.6954,  309,   0, -13, 305,  10,13.0,,O6 ,,C,17,H,9,,,O,6,,,,,,,,,,,,,,,,,
      38, 323.056081,  2.2359, 1285886.33,  322.6954,  323,   0, -13, 305,  10,13.0,,O6 ,,C,18,H,11,,,O,6,,,,,,,,,,,,,,,,,
      39, 351.087383,  0.0863, 1136475.13,  350.6954,  351,   0, -13, 305,  10,13.0,,O6 ,,C,20,H,15,,,O,6,,,,,,,,,,,,,,,,,
      40, 365.103040,  0.1049, 1116573.53,  364.6954,  365,   0, -13, 305,  10,13.0,,O6 ,,C,21,H,17,,,O,6,,,,,,,,,,,,,,,,,
      41, 379.118693,  0.1074, 1084409.81,  378.6954,  379,   0, -13, 305,  10,13.0,,O6 ,,C,22,H,19,,,O,6,,,,,,,,,,,,,,,,,
      42, 393.134343,  0.0297, 1034356.24,  392.6954,  393,   0, -13, 305,  10,13.0,,O6 ,,C,23,H,21,,,O,6,,,,,,,,,,,,,,,,,
      43, 521.172265,  2.0140,  742644.71,  520.5904,  521,   0, -11, 410,  11, 2.0,,O17 ,,C,18,H,33,,,O,17,,,,,,,,,,,,,,,,,
      44, 195.029896,  0.0208, 1962257.68,  194.8122,  195,   0,  -1, 188,  12, 6.0,,O5 ,,C,9,H,7,,,O,5,,,,,,,,,,,,,,,,,
      45, 209.045543,  0.0607, 1825585.88,  208.8122,  209,   0,  -1, 188,  12, 6.0,,O5 ,,C,10,H,9,,,O,5,,,,,,,,,,,,,,,,,
      46, 223.061187,  1.5468, 1738990.06,  222.8121,  223,   0,  -1, 188,  12, 6.0,,O5 ,,C,11,H,11,,,O,5,,,,,,,,,,,,,,,,,
      47, 179.056118,  1.4867, 2183927.73,  178.8562,  179,   0,  -3, 144,  13, 1.0,,O6 ,,C,6,H,11,,,O,6,,,,,,,,,,,,,,,,,
      48, 295.102363,  1.4788, 1138403.85,  294.7729,  295,   0, -13, 227,  14, 0.0,,,No Hit
      49, 265.147903,  1.4364, 1572032.02,  264.8519,  265,   0,  -1, 148,  15, 0.0,,O4 S1 ,,C,12,H,25,,,O,4,S,1,,,,,,,,,,,,,,,
      50, 277.035350,  0.0978, 1416317.49,  276.7261,  277,   0,  -3, 274,  16, 9.0,,O7 ,,C,13,H,9,,,O,7,,,,,,,,,,,,,,,,,
      51, 291.050999,  0.1364, 1382480.62,  290.7261,  291,   0,  -3, 274,  16, 9.0,,O7 ,,C,14,H,11,,,O,7,,,,,,,,,,,,,,,,,
      52, 305.066649,  0.3229, 1340008.89,  304.7261,  305,   0,  -3, 274,  16, 9.0,,O7 ,,C,15,H,13,,,O,7,,,,,,,,,,,,,,,,,
      53, 319.082297,  1.3436, 1292447.50,  318.7261,  319,   0,  -3, 274,  16, 9.0,,O7 ,,C,16,H,15,,,O,7,,,,,,,,,,,,,,,,,
      54, 347.113597,  0.2265, 1169145.06,  346.7261,  347,   0,  -3, 274,  16, 9.0,,O7 ,,C,18,H,19,,,O,7,,,,,,,,,,,,,,,,,
      55, 361.129255,  0.0914, 1142608.84,  360.7261,  361,   0,  -3, 274,  16, 9.0,,O7 ,,C,19,H,21,,,O,7,,,,,,,,,,,,,,,,,
      56, 375.144903,  0.0579, 1076986.13,  374.7261,  375,   0,  -3, 274,  16, 9.0,,O7 ,,C,20,H,23,,,O,7,,,,,,,,,,,,,,,,,
      57, 255.072130,  1.3177, 1553931.81,  254.7874,  255,   0, -11, 213,  17, 1.0,,O9 ,,C,8,H,15,,,O,9,,,,,,,,,,,,,,,,,
      58, 539.182823,  1.2967,  702269.96,  538.5809,  539,   0,  -7, 419,  18, 1.0,,O18 ,,C,18,H,35,,,O,18,,,,,,,,,,,,,,,,,
      59, 297.107682,  1.2551, 1364466.67,  296.7760,  297,   0, -11, 224,  19, 0.0,,,No Hit
      60, 225.061579,  1.1584, 1715174.04,  224.8103,  225,   0, -13, 190,  20, 1.0,,O8 ,,C,7,H,13,,,O,8,,,,,,,,,,,,,,,,,
      61, 435.296313,  0.4401,  918348.30,  434.8103,  435,   0, -13, 190,  20, 1.0,,O8 ,,C,22,H,43,,,O,8,,,,,,,,,,,,,,,,,
      62, 463.327608,  0.4850,  847158.93,  462.8103,  463,   0, -13, 190,  20, 1.0,,O8 ,,C,24,H,47,,,O,8,,,,,,,,,,,,,,,,,
      63, 333.097943,  1.1160, 1231133.88,  332.7261,  333,   0,  -3, 274,  21, 9.0,,O7 ,,C,17,H,17,,,O,7,,,,,,,,,,,,,,,,,
      64, 337.077604,  0.1238, 1204134.44,  336.7013,  337,   0, -13, 299,  22, 4.0,,O11 ,,C,12,H,17,,,O,11,,,,,,,,,,,,,,,,,
      65, 351.093259,  0.0920, 1156796.04,  350.7013,  351,   0, -13, 299,  22, 4.0,,O11 ,,C,13,H,19,,,O,11,,,,,,,,,,,,,,,,,
      66, 365.108910,  0.2100, 1114524.20,  364.7013,  365,   0, -13, 299,  22, 4.0,,O11 ,,C,14,H,21,,,O,11,,,,,,,,,,,,,,,,,
      67, 379.124561,  0.1722, 1073100.31,  378.7013,  379,   0, -13, 299,  22, 4.0,,O11 ,,C,15,H,23,,,O,11,,,,,,,,,,,,,,,,,
      68, 393.140208,  1.0975, 1046561.35,  392.7013,  393,   0, -13, 299,  22, 4.0,,O11 ,,C,16,H,25,,,O,11,,,,,,,,,,,,,,,,,
      69, 269.087781,  1.0524, 1469868.19,  268.7874,  269,   0, -11, 213,  23, 1.0,,O9 ,,C,9,H,17,,,O,9,,,,,,,,,,,,,,,,,
      70, 259.024788,  0.4056, 1508947.24,  258.7356,  259,   0,  -7, 264,  24,10.0,,O6 ,,C,13,H,7,,,O,6,,,,,,,,,,,,,,,,,
      71, 273.040437,  0.1085, 1427679.10,  272.7356,  273,   0,  -7, 264,  24,10.0,,O6 ,,C,14,H,9,,,O,6,,,,,,,,,,,,,,,,,
      72, 287.056088,  0.2883, 1373880.45,  286.7356,  287,   0,  -7, 264,  24,10.0,,O6 ,,C,15,H,11,,,O,6,,,,,,,,,,,,,,,,,
      73, 301.071738,  0.4370, 1342642.95,  300.7356,  301,   0,  -7, 264,  24,10.0,,O6 ,,C,16,H,13,,,O,6,,,,,,,,,,,,,,,,,
      74, 315.087385,  0.9788, 1305939.48,  314.7356,  315,   0,  -7, 264,  24,10.0,,O6 ,,C,17,H,15,,,O,6,,,,,,,,,,,,,,,,,
      75, 343.118684,  0.1082, 1182886.42,  342.7356,  343,   0,  -7, 264,  24,10.0,,O6 ,,C,19,H,19,,,O,6,,,,,,,,,,,,,,,,,
      76, 357.134335,  0.0651, 1120606.49,  356.7356,  357,   0,  -7, 264,  24,10.0,,O6 ,,C,20,H,21,,,O,6,,,,,,,,,,,,,,,,,
      77, 371.149992,  0.0432, 1093918.81,  370.7356,  371,   0,  -7, 264,  24,10.0,,O6 ,,C,21,H,23,,,O,6,,,,,,,,,,,,,,,,,
      78, 311.056088,  0.2912, 1316960.48,  310.7088,  311,   0, -11, 291,  25,12.0,,O6 ,,C,17,H,11,,,O,6,,,,,,,,,,,,,,,,,
      79, 325.071731,  0.9762, 1271575.55,  324.7088,  325,   0, -11, 291,  25,12.0,,O6 ,,C,18,H,13,,,O,6,,,,,,,,,,,,,,,,,
      80, 353.103036,  0.1296, 1146573.57,  352.7088,  353,   0, -11, 291,  25,12.0,,O6 ,,C,20,H,17,,,O,6,,,,,,,,,,,,,,,,,
      81, 367.118691,  0.1358, 1118064.08,  366.7088,  367,   0, -11, 291,  25,12.0,,O6 ,,C,21,H,19,,,O,6,,,,,,,,,,,,,,,,,
      82, 381.134337,  0.0688, 1072046.39,  380.7088,  381,   0, -11, 291,  25,12.0,,O6 ,,C,22,H,21,,,O,6,,,,,,,,,,,,,,,,,
      83, 327.050998,  0.2401, 1244449.26,  326.6859,  327,   0,  -9, 314,  26,12.0,,O7 ,,C,17,H,11,,,O,7,,,,,,,,,,,,,,,,,
      84, 341.066642,  0.9736, 1187437.07,  340.6859,  341,   0,  -9, 314,  26,12.0,,O7 ,,C,18,H,13,,,O,7,,,,,,,,,,,,,,,,,
      85, 369.097949,  0.2173, 1092414.92,  368.6859,  369,   0,  -9, 314,  26,12.0,,O7 ,,C,20,H,17,,,O,7,,,,,,,,,,,,,,,,,
      86, 383.113601,  0.2080, 1057401.57,  382.6859,  383,   0,  -9, 314,  26,12.0,,O7 ,,C,21,H,19,,,O,7,,,,,,,,,,,,,,,,,
      87, 397.129256,  0.1842, 1028670.34,  396.6859,  397,   0,  -9, 314,  26,12.0,,O7 ,,C,22,H,21,,,O,7,,,,,,,,,,,,,,,,,
      88, 411.144906,  0.0578,  989524.17,  410.6859,  411,   0,  -9, 314,  26,12.0,,O7 ,,C,23,H,23,,,O,7,,,,,,,,,,,,,,,,,
      89, 215.032784,  0.9530, 1785797.79,  214.7927,  215,   0,  -9, 207,  27, 0.0,,,No Hit
      90, 411.114377,  0.0312, 1002980.25,  410.6554,  411,   0,  -9, 345,  28, 4.0,,O13 ,,C,15,H,23,,,O,13,,,,,,,,,,,,,,,,,
      91, 425.130035,  0.0629,  933461.33,  424.6554,  425,   0,  -9, 345,  28, 4.0,,O13 ,,C,16,H,25,,,O,13,,,,,,,,,,,,,,,,,
      92, 439.145681,  0.9468,  914816.52,  438.6554,  439,   0,  -9, 345,  28, 4.0,,O13 ,,C,17,H,27,,,O,13,,,,,,,,,,,,,,,,,
      93, 321.061564,  0.1886, 1282308.90,  320.7031,  321,   0,  -1, 297,  29, 9.0,,O8 ,,C,15,H,13,,,O,8,,,,,,,,,,,,,,,,,
      94, 335.077210,  0.2999, 1218598.73,  334.7031,  335,   0,  -1, 297,  29, 9.0,,O8 ,,C,16,H,15,,,O,8,,,,,,,,,,,,,,,,,
      95, 349.092859,  0.9012, 1170862.07,  348.7031,  349,   0,  -1, 297,  29, 9.0,,O8 ,,C,17,H,17,,,O,8,,,,,,,,,,,,,,,,,
      96, 377.124164,  0.1397, 1090153.58,  376.7031,  377,   0,  -1, 297,  29, 9.0,,O8 ,,C,19,H,21,,,O,8,,,,,,,,,,,,,,,,,
      97, 391.139819,  0.0728, 1038489.86,  390.7031,  391,   0,  -1, 297,  29, 9.0,,O8 ,,C,20,H,23,,,O,8,,,,,,,,,,,,,,,,,
      98, 405.155464,  0.0540, 1027661.13,  404.7031,  405,   0,  -1, 297,  29, 9.0,,O8 ,,C,21,H,25,,,O,8,,,,,,,,,,,,,,,,,
