There were 3241 Peaks found from m/z=   137.59    to m/z=  1101.74.
NEGATIVE ION MODE
Noise threshold: 0.010337        Peak threshold: 0.014767

Calibration parameters: A = 144217942.213457 , B = -319661632.416391 and Trap Plate Voltage = -1.000000
Center of Mass for the Assigned Window is   471.5064

 There were ,1028 odd peaks, and ,2213 even peaks

Peak Number,Mass,Rel. Abundance,RP,Kendrick Mass,Nom. Mass,Odd/Even,Nom. Z,KMD,Series Fit,DBE,Group,,Molecular Formula
      48, 250.064942,  0.2387, 1708752.76,  249.7857,  250,   1,  -2, 214,  18, 3.0,,O8 13C1 ,,C,8,H,13,,,O,8,,,,,13C,1, ,,,,,,,,,,
      49, 264.080594,  0.4003, 1555255.37,  263.7857,  264,   1,  -2, 214,  18, 3.0,,O8 13C1 ,,C,9,H,15,,,O,8,,,,,13C,1, ,,,,,,,,,,
      50, 278.096240,  4.1670, 1523793.75,  277.7857,  278,   1,  -2, 214,  18, 3.0,,O8 13C1 ,,C,10,H,17,,,O,8,,,,,13C,1, ,,,,,,,,,,
      51, 404.104565,  4.0205, 1025576.85,  403.6534,  404,   1,  -2, 347,  19, 2.0,,N1 O14 ,,C,12,H,22,N,1,O,14,,,,,,,,,,,,,,,,,
      52, 370.107178,  3.9497, 1103366.75,  369.6939,  370,   1,  -8, 306,  20, 3.0,,O12 13C1 ,,C,12,H,21,,,O,12,,,,,13C,1, ,,,,,,,,,,
      53, 580.342000,  1.2964,  663041.65,  579.6940,  580,   1,  -8, 306,  20, 3.0,,O12 13C1 ,,C,27,H,51,,,O,12,,,,,13C,1, ,,,,,,,,,,
      54, 608.373313,  1.4071,  666487.53,  607.6940,  608,   1,  -8, 306,  20, 3.0,,O12 13C1 ,,C,29,H,55,,,O,12,,,,,13C,1, ,,,,,,,,,,
      55, 384.122831,  3.7755, 1055649.84,  383.6939,  384,   1,  -8, 306,  21, 0.0,,,No Hit
      56, 578.165536,  0.2183,  574088.31,  577.5200,  578,   1, -10, 480,  22, 4.0,,O19 13C1 ,*,C,19,H,33,,,O,19,,,,,13C,1, ,,,,,,,,,,
      57, 592.181178,  0.7940,  694732.23,  591.5200,  592,   1, -10, 480,  22, 4.0,,O19 13C1 ,*,C,20,H,35,,,O,19,,,,,13C,1, ,,,,,,,,,,
      58, 606.196826,  0.4255,  676320.41,  605.5200,  606,   1, -10, 480,  22, 4.0,,O19 13C1 ,*,C,21,H,37,,,O,19,,,,,13C,1, ,,,,,,,,,,
      59, 620.212493,  3.5965,  671218.04,  619.5200,  620,   1, -10, 480,  22, 4.0,,O19 13C1 ,*,C,22,H,39,,,O,19,,,,,13C,1, ,,,,,,,,,,
      60, 334.086059,  3.0265, 1259701.73,  333.7130,  334,   1,  -2, 287,  23, 5.0,,O10 13C1 ,,C,12,H,17,,,O,10,,,,,13C,1, ,,,,,,,,,,
      61, 348.101702,  2.5929, 1184036.91,  347.7130,  348,   1,  -2, 287,  23, 5.0,,O10 13C1 ,,C,13,H,19,,,O,10,,,,,13C,1, ,,,,,,,,,,
      62, 376.132996,  0.7988, 1106740.01,  375.7130,  376,   1,  -2, 287,  23, 5.0,,O10 13C1 ,,C,15,H,23,,,O,10,,,,,13C,1, ,,,,,,,,,,
      63, 544.320846,  3.3506,  711361.76,  543.7131,  544,   1,  -2, 287,  23, 5.0,,O10 13C1 ,,C,27,H,47,,,O,10,,,,,13C,1, ,,,,,,,,,,
      64, 572.352166,  3.5259,  691480.39,  571.7131,  572,   1,  -2, 287,  23, 5.0,,O10 13C1 ,,C,29,H,51,,,O,10,,,,,13C,1, ,,,,,,,,,,
      65, 436.117754,  0.3019,  973287.00,  435.6308,  436,   1, -12, 369,  24, 0.0,,,No Hit
      66, 450.133403,  3.4873,  918753.54,  449.6308,  450,   1, -12, 369,  24, 0.0,,,No Hit
      67, 828.270894,  3.1970,  527365.37,  827.3461,  828,   1, -13,-346,  25, 0.0,,,No Hit
      68, 712.223495,  2.8487,  611742.51,  711.4283,  712,   1,  -3,-428,  26, 4.0,,O23 13C1 ,*,C,24,H,43,,,O,23,,,,,13C,1, ,,,,,,,,,,
      69, 726.239177,  3.1583,  600325.62,  725.4283,  726,   1,  -3,-428,  26, 4.0,,O23 13C1 ,*,C,25,H,45,,,O,23,,,,,13C,1, ,,,,,,,,,,
      70, 922.458416,  0.1932,  445085.78,  921.4284,  922,   1,  -3,-429,  26, 4.0,,O23 13C1 ,*,C,39,H,73,,,O,23,,,,,13C,1, ,,,,,,,,,,
      71, 950.489779,  0.1607,  519222.68,  949.4285,  950,   1,  -3,-429,  26, 4.0,,O23 13C1 ,*,C,41,H,77,,,O,23,,,,,13C,1, ,,,,,,,,,,
      72, 378.088943,  3.1031, 1082950.56,  377.6668,  378,   1, -14, 333,  27, 1.0,,N1 O14 ,,C,10,H,20,N,1,O,14,,,,,,,,,,,,,,,,,
      73, 360.122831,  3.0635, 1134755.29,  359.7207,  360,   1,  -4, 279,  28, 0.0,,,No Hit
      74, 684.228560,  3.0498,  615460.84,  683.4646,  684,   1,  -3,-465,  29, 0.0,,,No Hit
      75, 522.175679,  3.0049,  748515.38,  521.5926,  522,   1, -10, 407,  30, 0.0,,,No Hit
      76, 324.059453,  2.7782, 1302562.30,  323.6976,  324,   1, -12, 302,  31, 0.0,,,No Hit
      77, 538.149458,  0.3056,  724482.28,  537.5486,  538,   1,  -8, 451,  32, 7.0,,O16 13C1 ,,C,20,H,29,,,O,16,,,,,13C,1, ,,,,,,,,,,
      78, 552.165095,  0.1806,  754994.69,  551.5486,  552,   1,  -8, 451,  32, 7.0,,O16 13C1 ,,C,21,H,31,,,O,16,,,,,13C,1, ,,,,,,,,,,
      79, 566.180761,  2.7132,  704662.70,  565.5486,  566,   1,  -8, 451,  32, 7.0,,O16 13C1 ,,C,22,H,33,,,O,16,,,,,13C,1, ,,,,,,,,,,
      80, 454.128309,  0.5251,  915819.34,  453.6213,  454,   1,  -8, 379,  33, 0.0,,,No Hit
      81, 468.143966,  2.6411,  875683.09,  467.6213,  468,   1,  -8, 379,  33, 0.0,,,No Hit
      82, 648.207410,  2.4982,  649071.21,  647.4837,  648,   1, -11,-484,  34, 0.0,,,No Hit
