generation_formed,score,smiles_str
1,2.575199570110883,C1(C(C(C(O)OCC1)O)O)=O
2,2.554542041919078,C(CCO)=O
2,2.551104804105009,C(C(C(C(CO)(CCO)O)=O)O)=O
2,2.540813648677315,C(C(CO)(C(C(C(C)O)=O)O)O)=O
2,2.540813648677315,C(C(CO)(C(C=O)O)O)(C(C)O)=O
2,2.540813648677315,C(C(C(C=O)O)O)(C(CO)(C)O)=O
2,2.537512965104427,C(C(C(CO)=O)C(CO)(C)O)=O
2,2.537512965104427,C(CC(C(C(CO)(C)O)O)=O)=O
2,2.537512965104427,C(CO)(CC(CC(CO)=O)O)=O
2,2.537512965104427,C(CC(CO)(CC(CO)=O)O)=O
2,2.537512965104427,C(CC(CO)(C(C(C)=O)O)O)=O
2,2.530813049129094,C(C(C(CO)(C)O)C(C=O)O)=O
2,2.530813049129094,C(C(CC(CC(CO)=O)O)O)=O
2,2.530813049129094,C(C(CC(C(C(C)=O)O)O)O)=O
2,2.530813049129094,C(C(C(CO)(C)O)(CC=O)O)=O
2,2.518351493007388,C(C(C(CO)(CC(CO)O)O)=O)=O
2,2.496619565016474,C(CO)(CC(CO)(CO)O)=O
2,2.496619565016474,C(C)(C(C(CO)(CO)O)O)=O
2,2.496619565016474,C(CO)(C(C(CO)(C)O)O)=O
2,2.476272536045756,C(C(CO)(C(C(C)=O)O)O)=O
2,2.466538255638327,C(C(C(CO)C(C)(CO)O)=O)=O
2,2.466538255638327,C(CC(C(CCO)=O)O)(CO)=O
2,2.466538255638327,C(C(CCO)(CC(CO)=O)O)=O
2,2.466538255638327,C(C(CCO)(C(C(C)=O)O)O)=O
2,2.462925767130103,C(C(C(CO)(C)O)(C(C=O)O)O)=O
1,2.456493060639943,C1(COC(C(C(C1)O)O)O)=O
2,2.447344760945882,C(C(CC(C)(CO)O)=O)=O
2,2.447344760945882,C(C(C)(CC(CO)=O)O)=O
2,2.447344760945882,C(C(C)(C(C(C)=O)O)O)=O
1,2.422635087347474,C(C(C=CC(CO)=O)O)=O
2,2.418454408249702,C(C(C(CO)=O)C(C(CO)O)O)=O
2,2.418454408249702,C(CC(C(C(C(CO)O)O)O)=O)=O
2,2.418454408249702,C(C(CO)(C(CO)(CC=O)O)O)=O
2,2.417257424048032,C(C(C(C)O)O)(CCO)=O
2,2.417257424048032,C(CO)(C(CO)C(C)O)=O
2,2.417257424048032,C(CC(CO)(CCO)O)=O
2,2.41175449227437,C(C(C(C(CO)O)O)C(C=O)O)=O
2,2.41175449227437,C(C(C(C(CO)O)O)(CC=O)O)=O
1,2.411210091388668,C(C(C(C(C=C)=O)O)O)=O
1,2.4040631312642953,C(C=CC(C(CO)O)=O)=O
1,2.3907817188416383,C1(C(C(COC(C1)O)O)O)=O
2,2.377561008161749,C(C(CO)(C(CO)(CO)O)O)=O
2,2.372761632851209,C(C(C(CC(CO)(C)O)=O)O)=O
2,2.372761632851209,C(C(C(C)(CC(CO)=O)O)O)=O
2,2.372761632851209,C(C)(C(C(C(C(C)=O)O)O)O)=O
2,2.372761632851209,C(C(C(C)(C(C(C)=O)O)O)O)=O
1,2.371319442591514,C(C)(C1C(C(C(O1)O)O)O)=O
1,2.352365105948295,C(CC1C(C(C(O)O1)O)O)=O
1,2.347625426552143,C1(C(C(CO)O)OC(C1)O)=O
1,2.345653857639875,C1(C(C(CO)OC(C1)O)O)=O
2,2.33909682889923,C(C(CO)O)(CC(C)O)=O
2,2.33909682889923,C(CC(C)(C(CO)O)O)=O
2,2.33909682889923,C(C)(C(CO)(C(C)O)O)=O
2,2.332619919977035,C(C(C(CO)=O)CO)=O
2,2.332619919977035,C(CC(C(CO)O)=O)=O
1,2.332598361722078,C1(C(COC(C(C1)O)O)O)=O
2,2.325920004001703,C(C(CO)C(C=O)O)=O
2,2.325920004001703,C(C(CO)(CC=O)O)=O
2,2.325368435657467,C(CO)(C(C)O)=O
1,2.287470500520315,C1(C(CO)OC(C(C1)O)O)=O
2,2.266193672618713,C(C(C(CO)O)(C(C)O)O)=O
2,2.265452013886418,C(C(C(CC(CO)=O)=O)CO)=O
2,2.265452013886418,C(CC=O)(C(C(CO)=O)CO)=O
2,2.265452013886418,C(CC(CC(C(CO)O)=O)=O)=O
2,2.264016290730681,C(C(C(CO)(C(CO)O)O)O)(O)=O
2,2.261645210510935,C(C(C(CO)CO)=O)=O
2,2.258032722002711,C(C(CO)(C(C=O)O)O)=O
2,2.253703075996484,C(C(C(CC(C(CO)O)O)=O)O)=O
2,2.253703075996484,C(C(CO)(C(C)(C(C=O)O)O)O)=O
2,2.237487134826254,C(CO)(C(C=CC=O)O)=O
2,2.2157128225778,C(CC(C(C(CO)O)=O)O)(CO)=O
2,2.2157128225778,C(CO)(C(CO)C(C(CO)=O)O)=O
2,2.2157128225778,C(CC(C(CO)=O)O)(C(CO)O)=O
