attachedPathNodes,attachedPathRels,autocatPathNodes,autocatPathRels,beginMol,beginMolConsumer,branchedBeginMolPathNodes,branchedBeginMolPathRels,catMolInRing,consumerMol,countMolsInRing,feederMol,intermediateMol,ringMols,ringPathNodes,ringRels
"[{'exact_mass': 162.053, 'smiles_str': 'C(CC(C(C(C=O)O)O)O)=O', 'generation_formed': 0}, {'exact_mass': 178.048, 'smiles_str': 'C(CC(C(C(C=O)O)O)O)(O)=O', 'generation_formed': 1}, {'exact_mass': 194.043, 'smiles_str': 'C(CC(C(C(C(O)=O)O)O)O)(O)=O', 'generation_formed': 2}]","[{'rxn_id': '317', 'rule': ""'Cannizarro 2"", 'generation_formed': 2}, {'rule': ""'Cannizarro 2"", 'rxn_id': '2686', 'generation_formed': 2}]","[{'exact_mass': 18.011, 'smiles_str': 'O', 'generation_formed': 0}, {'exact_mass': 162.053, 'smiles_str': 'C(C(C(CC(C=O)O)O)O)=O', 'generation_formed': 1}]","[{'rxn_id': '2206', 'rule': ""'Hydration of C=C(O)'"", 'generation_formed': 2}]","{'exact_mass': 162.053, 'smiles_str': 'C(C(C(CC(C=O)O)O)O)=O', 'generation_formed': 1}","{'exact_mass': 178.048, 'smiles_str': 'C(C(CC(C(C=O)O)O)O)(O)=O', 'generation_formed': 2}","[{'exact_mass': 162.053, 'smiles_str': 'C(C(C(CC(C=O)O)O)O)=O', 'generation_formed': 1}, {'exact_mass': 178.048, 'smiles_str': 'C(C(CC(C(C=O)O)O)O)(O)=O', 'generation_formed': 2}]","[{'rxn_id': '2673', 'rule': ""'Cannizarro 2"", 'generation_formed': 2}]","{'exact_mass': 18.011, 'smiles_str': 'O', 'generation_formed': 0}","{'exact_mass': 194.043, 'smiles_str': 'C(CC(C(C(C(O)=O)O)O)O)(O)=O', 'generation_formed': 2}",4,"{'exact_mass': 162.053, 'smiles_str': 'C(CC(C(C(C=O)O)O)O)=O', 'generation_formed': 0}","{'exact_mass': 178.048, 'smiles_str': 'C(CC(C(C(C=O)O)O)O)(O)=O', 'generation_formed': 1}","['C(C(C(CC(C=O)O)O)O)=O', 'O', 'C(CC(C(C(C=O)O)O)O)(O)=O', 'C(CO)=O']","[{'exact_mass': 162.053, 'smiles_str': 'C(C(C(CC(C=O)O)O)O)=O', 'generation_formed': 1}, {'exact_mass': 18.011, 'smiles_str': 'O', 'generation_formed': 0}, {'exact_mass': 178.048, 'smiles_str': 'C(CC(C(C(C=O)O)O)O)(O)=O', 'generation_formed': 1}, {'exact_mass': 60.021, 'smiles_str': 'C(CO)=O', 'generation_formed': 0}, {'exact_mass': 162.053, 'smiles_str': 'C(C(C(CC(C=O)O)O)O)=O', 'generation_formed': 1}]","[{'rxn_id': '1580', 'rule': ""'Elimination2'"", 'generation_formed': 2}, {'rxn_id': '317', 'rule': ""'Cannizarro 2"", 'generation_formed': 2}, {'rxn_id': '1751', 'generation_formed': 2, 'rule': ""'Retro Aldol'""}, {'rxn_id': '1038', 'rule': ""'Aldol Condensation'"", 'generation_formed': 2}]"
"[{'exact_mass': 180.063, 'smiles_str': 'C(C(C(C(C(CO)O)O)O)O)=O', 'generation_formed': 0}, {'exact_mass': 178.048, 'smiles_str': 'C(CC(C(C(C=O)O)O)O)(O)=O', 'generation_formed': 1}, {'exact_mass': 194.043, 'smiles_str': 'C(CC(C(C(C(O)=O)O)O)O)(O)=O', 'generation_formed': 2}]","[{'rxn_id': '317', 'rule': ""'Cannizarro 2"", 'generation_formed': 2}, {'rule': ""'Cannizarro 2"", 'rxn_id': '2686', 'generation_formed': 2}]","[{'exact_mass': 18.011, 'smiles_str': 'O', 'generation_formed': 0}, {'exact_mass': 162.053, 'smiles_str': 'C(C(C(CC(C=O)O)O)O)=O', 'generation_formed': 1}]","[{'rxn_id': '2206', 'rule': ""'Hydration of C=C(O)'"", 'generation_formed': 2}]","{'exact_mass': 162.053, 'smiles_str': 'C(C(C(CC(C=O)O)O)O)=O', 'generation_formed': 1}","{'exact_mass': 178.048, 'smiles_str': 'C(C(CC(C(C=O)O)O)O)(O)=O', 'generation_formed': 2}","[{'exact_mass': 162.053, 'smiles_str': 'C(C(C(CC(C=O)O)O)O)=O', 'generation_formed': 1}, {'exact_mass': 178.048, 'smiles_str': 'C(C(CC(C(C=O)O)O)O)(O)=O', 'generation_formed': 2}]","[{'rxn_id': '2673', 'rule': ""'Cannizarro 2"", 'generation_formed': 2}]","{'exact_mass': 18.011, 'smiles_str': 'O', 'generation_formed': 0}","{'exact_mass': 194.043, 'smiles_str': 'C(CC(C(C(C(O)=O)O)O)O)(O)=O', 'generation_formed': 2}",4,"{'exact_mass': 180.063, 'smiles_str': 'C(C(C(C(C(CO)O)O)O)O)=O', 'generation_formed': 0}","{'exact_mass': 178.048, 'smiles_str': 'C(CC(C(C(C=O)O)O)O)(O)=O', 'generation_formed': 1}","['C(C(C(CC(C=O)O)O)O)=O', 'O', 'C(CC(C(C(C=O)O)O)O)(O)=O', 'C(CO)=O']","[{'exact_mass': 162.053, 'smiles_str': 'C(C(C(CC(C=O)O)O)O)=O', 'generation_formed': 1}, {'exact_mass': 18.011, 'smiles_str': 'O', 'generation_formed': 0}, {'exact_mass': 178.048, 'smiles_str': 'C(CC(C(C(C=O)O)O)O)(O)=O', 'generation_formed': 1}, {'exact_mass': 60.021, 'smiles_str': 'C(CO)=O', 'generation_formed': 0}, {'exact_mass': 162.053, 'smiles_str': 'C(C(C(CC(C=O)O)O)O)=O', 'generation_formed': 1}]","[{'rxn_id': '1580', 'rule': ""'Elimination2'"", 'generation_formed': 2}, {'rxn_id': '317', 'rule': ""'Cannizarro 2"", 'generation_formed': 2}, {'rxn_id': '1751', 'generation_formed': 2, 'rule': ""'Retro Aldol'""}, {'rxn_id': '1038', 'rule': ""'Aldol Condensation'"", 'generation_formed': 2}]"
"[{'exact_mass': 162.053, 'smiles_str': 'C(CC(C(C(C=O)O)O)O)=O', 'generation_formed': 0}, {'exact_mass': 178.048, 'smiles_str': 'C(CC(C(C(C=O)O)O)O)(O)=O', 'generation_formed': 1}, {'exact_mass': 182.079, 'smiles_str': 'C(C(C(C(C(CO)O)O)O)O)O', 'generation_formed': 0}]","[{'rxn_id': '317', 'rule': ""'Cannizarro 2"", 'generation_formed': 2}, {'rxn_id': '2686', 'rule': ""'Cannizarro 2"", 'generation_formed': 2}]","[{'exact_mass': 18.011, 'smiles_str': 'O', 'generation_formed': 0}, {'exact_mass': 162.053, 'smiles_str': 'C(C(C(CC(C=O)O)O)O)=O', 'generation_formed': 1}]","[{'rxn_id': '2206', 'rule': ""'Hydration of C=C(O)'"", 'generation_formed': 2}]","{'exact_mass': 162.053, 'smiles_str': 'C(C(C(CC(C=O)O)O)O)=O', 'generation_formed': 1}","{'exact_mass': 178.048, 'smiles_str': 'C(C(CC(C(C=O)O)O)O)(O)=O', 'generation_formed': 2}","[{'exact_mass': 162.053, 'smiles_str': 'C(C(C(CC(C=O)O)O)O)=O', 'generation_formed': 1}, {'exact_mass': 178.048, 'smiles_str': 'C(C(CC(C(C=O)O)O)O)(O)=O', 'generation_formed': 2}]","[{'rxn_id': '2673', 'rule': ""'Cannizarro 2"", 'generation_formed': 2}]","{'exact_mass': 18.011, 'smiles_str': 'O', 'generation_formed': 0}","{'exact_mass': 182.079, 'smiles_str': 'C(C(C(C(C(CO)O)O)O)O)O', 'generation_formed': 0}",4,"{'exact_mass': 162.053, 'smiles_str': 'C(CC(C(C(C=O)O)O)O)=O', 'generation_formed': 0}","{'exact_mass': 178.048, 'smiles_str': 'C(CC(C(C(C=O)O)O)O)(O)=O', 'generation_formed': 1}","['C(C(C(CC(C=O)O)O)O)=O', 'O', 'C(CC(C(C(C=O)O)O)O)(O)=O', 'C(CO)=O']","[{'exact_mass': 162.053, 'smiles_str': 'C(C(C(CC(C=O)O)O)O)=O', 'generation_formed': 1}, {'exact_mass': 18.011, 'smiles_str': 'O', 'generation_formed': 0}, {'exact_mass': 178.048, 'smiles_str': 'C(CC(C(C(C=O)O)O)O)(O)=O', 'generation_formed': 1}, {'exact_mass': 60.021, 'smiles_str': 'C(CO)=O', 'generation_formed': 0}, {'exact_mass': 162.053, 'smiles_str': 'C(C(C(CC(C=O)O)O)O)=O', 'generation_formed': 1}]","[{'rxn_id': '1580', 'rule': ""'Elimination2'"", 'generation_formed': 2}, {'rxn_id': '317', 'rule': ""'Cannizarro 2"", 'generation_formed': 2}, {'rxn_id': '1751', 'generation_formed': 2, 'rule': ""'Retro Aldol'""}, {'rxn_id': '1038', 'rule': ""'Aldol Condensation'"", 'generation_formed': 2}]"
"[{'exact_mass': 180.063, 'smiles_str': 'C(C(C(C(C(CO)O)O)O)O)=O', 'generation_formed': 0}, {'exact_mass': 178.048, 'smiles_str': 'C(CC(C(C(C=O)O)O)O)(O)=O', 'generation_formed': 1}, {'exact_mass': 182.079, 'smiles_str': 'C(C(C(C(C(CO)O)O)O)O)O', 'generation_formed': 0}]","[{'rxn_id': '317', 'rule': ""'Cannizarro 2"", 'generation_formed': 2}, {'rxn_id': '2686', 'rule': ""'Cannizarro 2"", 'generation_formed': 2}]","[{'exact_mass': 18.011, 'smiles_str': 'O', 'generation_formed': 0}, {'exact_mass': 162.053, 'smiles_str': 'C(C(C(CC(C=O)O)O)O)=O', 'generation_formed': 1}]","[{'rxn_id': '2206', 'rule': ""'Hydration of C=C(O)'"", 'generation_formed': 2}]","{'exact_mass': 162.053, 'smiles_str': 'C(C(C(CC(C=O)O)O)O)=O', 'generation_formed': 1}","{'exact_mass': 178.048, 'smiles_str': 'C(C(CC(C(C=O)O)O)O)(O)=O', 'generation_formed': 2}","[{'exact_mass': 162.053, 'smiles_str': 'C(C(C(CC(C=O)O)O)O)=O', 'generation_formed': 1}, {'exact_mass': 178.048, 'smiles_str': 'C(C(CC(C(C=O)O)O)O)(O)=O', 'generation_formed': 2}]","[{'rxn_id': '2673', 'rule': ""'Cannizarro 2"", 'generation_formed': 2}]","{'exact_mass': 18.011, 'smiles_str': 'O', 'generation_formed': 0}","{'exact_mass': 182.079, 'smiles_str': 'C(C(C(C(C(CO)O)O)O)O)O', 'generation_formed': 0}",4,"{'exact_mass': 180.063, 'smiles_str': 'C(C(C(C(C(CO)O)O)O)O)=O', 'generation_formed': 0}","{'exact_mass': 178.048, 'smiles_str': 'C(CC(C(C(C=O)O)O)O)(O)=O', 'generation_formed': 1}","['C(C(C(CC(C=O)O)O)O)=O', 'O', 'C(CC(C(C(C=O)O)O)O)(O)=O', 'C(CO)=O']","[{'exact_mass': 162.053, 'smiles_str': 'C(C(C(CC(C=O)O)O)O)=O', 'generation_formed': 1}, {'exact_mass': 18.011, 'smiles_str': 'O', 'generation_formed': 0}, {'exact_mass': 178.048, 'smiles_str': 'C(CC(C(C(C=O)O)O)O)(O)=O', 'generation_formed': 1}, {'exact_mass': 60.021, 'smiles_str': 'C(CO)=O', 'generation_formed': 0}, {'exact_mass': 162.053, 'smiles_str': 'C(C(C(CC(C=O)O)O)O)=O', 'generation_formed': 1}]","[{'rxn_id': '1580', 'rule': ""'Elimination2'"", 'generation_formed': 2}, {'rxn_id': '317', 'rule': ""'Cannizarro 2"", 'generation_formed': 2}, {'rxn_id': '1751', 'generation_formed': 2, 'rule': ""'Retro Aldol'""}, {'rxn_id': '1038', 'rule': ""'Aldol Condensation'"", 'generation_formed': 2}]"
"[{'exact_mass': 162.053, 'smiles_str': 'C(CC(C(C(C=O)O)O)O)=O', 'generation_formed': 0}, {'exact_mass': 178.048, 'smiles_str': 'C(CC(C(C(C=O)O)O)O)(O)=O', 'generation_formed': 1}, {'exact_mass': 180.063, 'smiles_str': 'C(CC(C(C(CO)O)O)O)(O)=O', 'generation_formed': 2}]","[{'rxn_id': '317', 'rule': ""'Cannizarro 2"", 'generation_formed': 2}, {'rxn_id': '2620', 'rule': ""'Cannizarro 2"", 'generation_formed': 2}]","[{'exact_mass': 18.011, 'smiles_str': 'O', 'generation_formed': 0}, {'exact_mass': 162.053, 'smiles_str': 'C(C(C(CC(C=O)O)O)O)=O', 'generation_formed': 1}]","[{'rxn_id': '2206', 'rule': ""'Hydration of C=C(O)'"", 'generation_formed': 2}]","{'exact_mass': 162.053, 'smiles_str': 'C(C(C(CC(C=O)O)O)O)=O', 'generation_formed': 1}","{'exact_mass': 178.048, 'smiles_str': 'C(C(CC(C(C=O)O)O)O)(O)=O', 'generation_formed': 2}","[{'exact_mass': 162.053, 'smiles_str': 'C(C(C(CC(C=O)O)O)O)=O', 'generation_formed': 1}, {'exact_mass': 178.048, 'smiles_str': 'C(C(CC(C(C=O)O)O)O)(O)=O', 'generation_formed': 2}]","[{'rxn_id': '2673', 'rule': ""'Cannizarro 2"", 'generation_formed': 2}]","{'exact_mass': 18.011, 'smiles_str': 'O', 'generation_formed': 0}","{'exact_mass': 180.063, 'smiles_str': 'C(CC(C(C(CO)O)O)O)(O)=O', 'generation_formed': 2}",4,"{'exact_mass': 162.053, 'smiles_str': 'C(CC(C(C(C=O)O)O)O)=O', 'generation_formed': 0}","{'exact_mass': 178.048, 'smiles_str': 'C(CC(C(C(C=O)O)O)O)(O)=O', 'generation_formed': 1}","['C(C(C(CC(C=O)O)O)O)=O', 'O', 'C(CC(C(C(C=O)O)O)O)(O)=O', 'C(CO)=O']","[{'exact_mass': 162.053, 'smiles_str': 'C(C(C(CC(C=O)O)O)O)=O', 'generation_formed': 1}, {'exact_mass': 18.011, 'smiles_str': 'O', 'generation_formed': 0}, {'exact_mass': 178.048, 'smiles_str': 'C(CC(C(C(C=O)O)O)O)(O)=O', 'generation_formed': 1}, {'exact_mass': 60.021, 'smiles_str': 'C(CO)=O', 'generation_formed': 0}, {'exact_mass': 162.053, 'smiles_str': 'C(C(C(CC(C=O)O)O)O)=O', 'generation_formed': 1}]","[{'rxn_id': '1580', 'rule': ""'Elimination2'"", 'generation_formed': 2}, {'rxn_id': '317', 'rule': ""'Cannizarro 2"", 'generation_formed': 2}, {'rxn_id': '1751', 'generation_formed': 2, 'rule': ""'Retro Aldol'""}, {'rxn_id': '1038', 'rule': ""'Aldol Condensation'"", 'generation_formed': 2}]"
"[{'exact_mass': 180.063, 'smiles_str': 'C(C(C(C(C(CO)O)O)O)O)=O', 'generation_formed': 0}, {'exact_mass': 178.048, 'smiles_str': 'C(CC(C(C(C=O)O)O)O)(O)=O', 'generation_formed': 1}, {'exact_mass': 180.063, 'smiles_str': 'C(CC(C(C(CO)O)O)O)(O)=O', 'generation_formed': 2}]","[{'rxn_id': '317', 'rule': ""'Cannizarro 2"", 'generation_formed': 2}, {'rxn_id': '2620', 'rule': ""'Cannizarro 2"", 'generation_formed': 2}]","[{'exact_mass': 18.011, 'smiles_str': 'O', 'generation_formed': 0}, {'exact_mass': 162.053, 'smiles_str': 'C(C(C(CC(C=O)O)O)O)=O', 'generation_formed': 1}]","[{'rxn_id': '2206', 'rule': ""'Hydration of C=C(O)'"", 'generation_formed': 2}]","{'exact_mass': 162.053, 'smiles_str': 'C(C(C(CC(C=O)O)O)O)=O', 'generation_formed': 1}","{'exact_mass': 178.048, 'smiles_str': 'C(C(CC(C(C=O)O)O)O)(O)=O', 'generation_formed': 2}","[{'exact_mass': 162.053, 'smiles_str': 'C(C(C(CC(C=O)O)O)O)=O', 'generation_formed': 1}, {'exact_mass': 178.048, 'smiles_str': 'C(C(CC(C(C=O)O)O)O)(O)=O', 'generation_formed': 2}]","[{'rxn_id': '2673', 'rule': ""'Cannizarro 2"", 'generation_formed': 2}]","{'exact_mass': 18.011, 'smiles_str': 'O', 'generation_formed': 0}","{'exact_mass': 180.063, 'smiles_str': 'C(CC(C(C(CO)O)O)O)(O)=O', 'generation_formed': 2}",4,"{'exact_mass': 180.063, 'smiles_str': 'C(C(C(C(C(CO)O)O)O)O)=O', 'generation_formed': 0}","{'exact_mass': 178.048, 'smiles_str': 'C(CC(C(C(C=O)O)O)O)(O)=O', 'generation_formed': 1}","['C(C(C(CC(C=O)O)O)O)=O', 'O', 'C(CC(C(C(C=O)O)O)O)(O)=O', 'C(CO)=O']","[{'exact_mass': 162.053, 'smiles_str': 'C(C(C(CC(C=O)O)O)O)=O', 'generation_formed': 1}, {'exact_mass': 18.011, 'smiles_str': 'O', 'generation_formed': 0}, {'exact_mass': 178.048, 'smiles_str': 'C(CC(C(C(C=O)O)O)O)(O)=O', 'generation_formed': 1}, {'exact_mass': 60.021, 'smiles_str': 'C(CO)=O', 'generation_formed': 0}, {'exact_mass': 162.053, 'smiles_str': 'C(C(C(CC(C=O)O)O)O)=O', 'generation_formed': 1}]","[{'rxn_id': '1580', 'rule': ""'Elimination2'"", 'generation_formed': 2}, {'rxn_id': '317', 'rule': ""'Cannizarro 2"", 'generation_formed': 2}, {'rxn_id': '1751', 'generation_formed': 2, 'rule': ""'Retro Aldol'""}, {'rxn_id': '1038', 'rule': ""'Aldol Condensation'"", 'generation_formed': 2}]"
"[{'exact_mass': 162.053, 'smiles_str': 'C(CC(C(C(C=O)O)O)O)=O', 'generation_formed': 0}, {'exact_mass': 178.048, 'smiles_str': 'C(CC(C(C(C=O)O)O)O)(O)=O', 'generation_formed': 1}, {'exact_mass': 196.058, 'smiles_str': 'C(C(C(C(C(CO)O)O)O)O)(O)=O', 'generation_formed': 0}]","[{'rxn_id': '317', 'rule': ""'Cannizarro 2"", 'generation_formed': 2}, {'rxn_id': '2620', 'rule': ""'Cannizarro 2"", 'generation_formed': 2}]","[{'exact_mass': 18.011, 'smiles_str': 'O', 'generation_formed': 0}, {'exact_mass': 162.053, 'smiles_str': 'C(C(C(CC(C=O)O)O)O)=O', 'generation_formed': 1}]","[{'rxn_id': '2206', 'rule': ""'Hydration of C=C(O)'"", 'generation_formed': 2}]","{'exact_mass': 162.053, 'smiles_str': 'C(C(C(CC(C=O)O)O)O)=O', 'generation_formed': 1}","{'exact_mass': 178.048, 'smiles_str': 'C(C(CC(C(C=O)O)O)O)(O)=O', 'generation_formed': 2}","[{'exact_mass': 162.053, 'smiles_str': 'C(C(C(CC(C=O)O)O)O)=O', 'generation_formed': 1}, {'exact_mass': 178.048, 'smiles_str': 'C(C(CC(C(C=O)O)O)O)(O)=O', 'generation_formed': 2}]","[{'rxn_id': '2673', 'rule': ""'Cannizarro 2"", 'generation_formed': 2}]","{'exact_mass': 18.011, 'smiles_str': 'O', 'generation_formed': 0}","{'exact_mass': 196.058, 'smiles_str': 'C(C(C(C(C(CO)O)O)O)O)(O)=O', 'generation_formed': 0}",4,"{'exact_mass': 162.053, 'smiles_str': 'C(CC(C(C(C=O)O)O)O)=O', 'generation_formed': 0}","{'exact_mass': 178.048, 'smiles_str': 'C(CC(C(C(C=O)O)O)O)(O)=O', 'generation_formed': 1}","['C(C(C(CC(C=O)O)O)O)=O', 'O', 'C(CC(C(C(C=O)O)O)O)(O)=O', 'C(CO)=O']","[{'exact_mass': 162.053, 'smiles_str': 'C(C(C(CC(C=O)O)O)O)=O', 'generation_formed': 1}, {'exact_mass': 18.011, 'smiles_str': 'O', 'generation_formed': 0}, {'exact_mass': 178.048, 'smiles_str': 'C(CC(C(C(C=O)O)O)O)(O)=O', 'generation_formed': 1}, {'exact_mass': 60.021, 'smiles_str': 'C(CO)=O', 'generation_formed': 0}, {'exact_mass': 162.053, 'smiles_str': 'C(C(C(CC(C=O)O)O)O)=O', 'generation_formed': 1}]","[{'rxn_id': '1580', 'rule': ""'Elimination2'"", 'generation_formed': 2}, {'rxn_id': '317', 'rule': ""'Cannizarro 2"", 'generation_formed': 2}, {'rxn_id': '1751', 'generation_formed': 2, 'rule': ""'Retro Aldol'""}, {'rxn_id': '1038', 'rule': ""'Aldol Condensation'"", 'generation_formed': 2}]"
"[{'exact_mass': 180.063, 'smiles_str': 'C(C(C(C(C(CO)O)O)O)O)=O', 'generation_formed': 0}, {'exact_mass': 178.048, 'smiles_str': 'C(CC(C(C(C=O)O)O)O)(O)=O', 'generation_formed': 1}, {'exact_mass': 196.058, 'smiles_str': 'C(C(C(C(C(CO)O)O)O)O)(O)=O', 'generation_formed': 0}]","[{'rxn_id': '317', 'rule': ""'Cannizarro 2"", 'generation_formed': 2}, {'rxn_id': '2620', 'rule': ""'Cannizarro 2"", 'generation_formed': 2}]","[{'exact_mass': 18.011, 'smiles_str': 'O', 'generation_formed': 0}, {'exact_mass': 162.053, 'smiles_str': 'C(C(C(CC(C=O)O)O)O)=O', 'generation_formed': 1}]","[{'rxn_id': '2206', 'rule': ""'Hydration of C=C(O)'"", 'generation_formed': 2}]","{'exact_mass': 162.053, 'smiles_str': 'C(C(C(CC(C=O)O)O)O)=O', 'generation_formed': 1}","{'exact_mass': 178.048, 'smiles_str': 'C(C(CC(C(C=O)O)O)O)(O)=O', 'generation_formed': 2}","[{'exact_mass': 162.053, 'smiles_str': 'C(C(C(CC(C=O)O)O)O)=O', 'generation_formed': 1}, {'exact_mass': 178.048, 'smiles_str': 'C(C(CC(C(C=O)O)O)O)(O)=O', 'generation_formed': 2}]","[{'rxn_id': '2673', 'rule': ""'Cannizarro 2"", 'generation_formed': 2}]","{'exact_mass': 18.011, 'smiles_str': 'O', 'generation_formed': 0}","{'exact_mass': 196.058, 'smiles_str': 'C(C(C(C(C(CO)O)O)O)O)(O)=O', 'generation_formed': 0}",4,"{'exact_mass': 180.063, 'smiles_str': 'C(C(C(C(C(CO)O)O)O)O)=O', 'generation_formed': 0}","{'exact_mass': 178.048, 'smiles_str': 'C(CC(C(C(C=O)O)O)O)(O)=O', 'generation_formed': 1}","['C(C(C(CC(C=O)O)O)O)=O', 'O', 'C(CC(C(C(C=O)O)O)O)(O)=O', 'C(CO)=O']","[{'exact_mass': 162.053, 'smiles_str': 'C(C(C(CC(C=O)O)O)O)=O', 'generation_formed': 1}, {'exact_mass': 18.011, 'smiles_str': 'O', 'generation_formed': 0}, {'exact_mass': 178.048, 'smiles_str': 'C(CC(C(C(C=O)O)O)O)(O)=O', 'generation_formed': 1}, {'exact_mass': 60.021, 'smiles_str': 'C(CO)=O', 'generation_formed': 0}, {'exact_mass': 162.053, 'smiles_str': 'C(C(C(CC(C=O)O)O)O)=O', 'generation_formed': 1}]","[{'rxn_id': '1580', 'rule': ""'Elimination2'"", 'generation_formed': 2}, {'rxn_id': '317', 'rule': ""'Cannizarro 2"", 'generation_formed': 2}, {'rxn_id': '1751', 'generation_formed': 2, 'rule': ""'Retro Aldol'""}, {'rxn_id': '1038', 'rule': ""'Aldol Condensation'"", 'generation_formed': 2}]"
"[{'exact_mass': 162.053, 'smiles_str': 'C(CC(C(C(C=O)O)O)O)=O', 'generation_formed': 0}, {'exact_mass': 178.048, 'smiles_str': 'C(CC(C(C(C=O)O)O)O)(O)=O', 'generation_formed': 1}, {'exact_mass': 178.048, 'smiles_str': 'C(C1C(C(CC(O1)(O)O)O)O)=O', 'generation_formed': 2}]","[{'rxn_id': '317', 'rule': ""'Cannizarro 2"", 'generation_formed': 2}, {'rxn_id': '2537', 'generation_formed': 2, 'rule': ""'Hemiacetal Formation for 6 membered rings""}]","[{'exact_mass': 18.011, 'smiles_str': 'O', 'generation_formed': 0}, {'exact_mass': 162.053, 'smiles_str': 'C(C(C(CC(C=O)O)O)O)=O', 'generation_formed': 1}]","[{'rxn_id': '2206', 'rule': ""'Hydration of C=C(O)'"", 'generation_formed': 2}]","{'exact_mass': 162.053, 'smiles_str': 'C(C(C(CC(C=O)O)O)O)=O', 'generation_formed': 1}","{'exact_mass': 178.048, 'smiles_str': 'C(C(CC(C(C=O)O)O)O)(O)=O', 'generation_formed': 2}","[{'exact_mass': 162.053, 'smiles_str': 'C(C(C(CC(C=O)O)O)O)=O', 'generation_formed': 1}, {'exact_mass': 178.048, 'smiles_str': 'C(C(CC(C(C=O)O)O)O)(O)=O', 'generation_formed': 2}]","[{'rxn_id': '2673', 'rule': ""'Cannizarro 2"", 'generation_formed': 2}]","{'exact_mass': 18.011, 'smiles_str': 'O', 'generation_formed': 0}","{'exact_mass': 178.048, 'smiles_str': 'C(C1C(C(CC(O1)(O)O)O)O)=O', 'generation_formed': 2}",4,"{'exact_mass': 162.053, 'smiles_str': 'C(CC(C(C(C=O)O)O)O)=O', 'generation_formed': 0}","{'exact_mass': 178.048, 'smiles_str': 'C(CC(C(C(C=O)O)O)O)(O)=O', 'generation_formed': 1}","['C(C(C(CC(C=O)O)O)O)=O', 'O', 'C(CC(C(C(C=O)O)O)O)(O)=O', 'C(CO)=O']","[{'exact_mass': 162.053, 'smiles_str': 'C(C(C(CC(C=O)O)O)O)=O', 'generation_formed': 1}, {'exact_mass': 18.011, 'smiles_str': 'O', 'generation_formed': 0}, {'exact_mass': 178.048, 'smiles_str': 'C(CC(C(C(C=O)O)O)O)(O)=O', 'generation_formed': 1}, {'exact_mass': 60.021, 'smiles_str': 'C(CO)=O', 'generation_formed': 0}, {'exact_mass': 162.053, 'smiles_str': 'C(C(C(CC(C=O)O)O)O)=O', 'generation_formed': 1}]","[{'rxn_id': '1580', 'rule': ""'Elimination2'"", 'generation_formed': 2}, {'rxn_id': '317', 'rule': ""'Cannizarro 2"", 'generation_formed': 2}, {'rxn_id': '1751', 'generation_formed': 2, 'rule': ""'Retro Aldol'""}, {'rxn_id': '1038', 'rule': ""'Aldol Condensation'"", 'generation_formed': 2}]"
