count_incoming,exact_mass,generation_formed,smiles_str
1,120.042,1,C1C(C(C(O)O1)O)O
1,180.063,1,C1C(C(C(C(CO)(O)O1)O)O)O
1,180.063,1,C(C1(C(C(C(CO)O1)O)O)O)O
1,162.053,1,C1(COC(C(CO)O)C1O)=O
1,162.053,1,C1(COC(CO)C(C1O)O)=O
1,162.053,1,C1(COCC(C(C1O)O)O)=O
1,162.053,1,C1(CC(C(C(CO1)O)O)O)=O
1,178.048,1,C1(C(C(C(C(CO)O1)O)O)O)=O
1,196.058,1,C(C(C1C(C(C(O)(O)O1)O)O)O)O
1,196.058,1,C(C1C(C(C(C(O)(O)O1)O)O)O)O
1,196.058,1,C1C(C(C(C(C(O)(O)O1)O)O)O)O
1,162.053,2,C1(C(C(C(CO)C1O)O)O)=O
1,144.042,2,C=C1C(C(C(C1O)O)O)=O
1,144.042,2,C1C(C(C(C=1CO)=O)O)O
1,144.042,2,C1(C(CO)CC(C1O)=O)=O
1,162.053,2,C12C(C(C(CC1O)(O)O2)O)O
1,162.053,2,C1(C2C(C(C(C2O)O1)O)O)O
1,144.042,2,C1C(C(C(C=1C=O)O)O)O
1,180.063,2,C1C(C(CC(C(O)(O)O1)O)O)O
1,180.063,2,C(C1C(CC(C(O)(O)O1)O)O)O
1,180.063,2,C(C(C1CC(C(O)(O)O1)O)O)O
1,162.053,2,C(C(C(CO)O)O)=CC(O)=O
1,144.042,2,C(C1(CC(C(C1)=O)O)O)=O
1,162.053,2,C1(COC(C(CO)O)(C1)O)=O
1,162.053,2,C1(COC(CCO)(C1O)O)=O
1,162.053,2,C1(COC(CO)(CC1O)O)=O
1,162.053,2,C1(C(CC(CO)(C1O)O)O)=O
1,162.053,2,C1(C(C(C(C1)O)(CO)O)O)=O
1,162.053,2,C1(COC(C)(C(C1O)O)O)=O
1,162.053,2,C1(C(C(C(C)(C1O)O)O)O)=O
1,162.053,2,C1(C(C(C(CO)(C1)O)O)O)=O
1,162.053,2,C1(COC(CC(C1O)O)O)=O
1,162.053,2,C1(C(C(CC(C1O)O)O)O)=O
1,144.042,2,C1C(C(CO)O)OC(C=1)=O
1,162.053,2,C1C2(C(C(C(CO2)O)O1)O)O
1,162.053,2,C1C2(C(C(C(CO)O2)O1)O)O
1,162.053,2,C1(C(C(CO)O)OCC1O)=O
1,162.053,2,C(OC(C(C)=O)C(CO)O)=O
1,144.042,2,C1OC(C(C=1)=O)C(CO)O
1,162.053,2,CC1(C2C(C(C(O1)O2)O)O)O
1,162.053,2,C12C(C(C(CC(O)O1)O2)O)O
1,144.042,2,C1C(C(CO)OC(C=1)=O)O
1,162.053,2,C1C2(C(C(C(CO2)O1)O)O)O
1,162.053,2,C1(C(C(CO)OCC1O)O)=O
1,162.053,2,C(C(CO)OCC(CO)=O)=O
1,162.053,2,C(C(CO)OC(C(C)=O)O)=O
1,144.042,2,C1C(CO)OC(C(C=1)=O)O
1,162.053,2,C(OC(CO)C(C(C)=O)O)=O
1,144.042,2,C1OC(CO)C(C(C=1)=O)O
1,162.053,2,C(OC(CO)CC(CO)=O)=O
1,162.053,2,C12C(CC(C(CO)O1)(O)O2)O
1,162.053,2,C(C)(C(CO)OC(C=O)O)=O
1,144.042,2,C1C(OC(C(C=1)=O)CO)O
1,144.042,2,C1C(C(COC(C=1)=O)O)O
1,162.053,2,C1C2(C(C(C(CO1)O2)O)O)O
1,162.053,2,C1(C(C(COCC1O)O)O)=O
1,162.053,2,C(C(COCC(CO)=O)O)=O
1,162.053,2,C1(C(CC(C(CO1)O)O)O)=O
1,162.053,2,C(C(COC(C(C)=O)O)O)=O
1,144.042,2,C1C(COC(C(C=1)=O)O)O
1,162.053,2,C(CO)(CC(OCC=O)O)=O
1,162.053,2,C(OCC(C(C(C)=O)O)O)=O
1,144.042,2,C1OCC(C(C(C=1)=O)O)O
1,162.053,2,C(C)(C(C(OCC=O)O)O)=O
1,162.053,2,C(OCC(CC(CO)=O)O)=O
1,144.042,2,C1COC(C(C(C=1)=O)O)O
1,162.053,2,C1C(C2(CC(C(O2)O1)O)O)O
1,162.053,2,C(C)(C(COC(C=O)O)O)=O
1,144.042,2,C1C(O)OCC(C(C=1)=O)O
1,162.053,2,C1CC2(C(C(C(O2)O1)O)O)O
1,162.053,2,C(CO)(CCOC(C=O)O)=O
1,162.053,2,C1C2(CC(C(C(O2)O1)O)O)O
1,144.042,2,C1C(C(OCC(C=1)=O)O)O
1,178.048,2,C1(C(CC(C(CO)O)(O)O1)O)=O
1,178.048,2,C1(C(C(C(CCO)(O)O1)O)O)=O
1,178.048,2,C1(C(C(CC(CO)(O)O1)O)O)=O
1,178.048,2,C1(C(C(C(C(C)(O)O1)O)O)O)=O
1,178.048,2,C1(C(C(C(CC(O)O1)O)O)O)=O
1,164.068,2,C1C(C(C(CC(O)O1)O)O)O
1,164.068,2,CC1(C(C(C(CO1)O)O)O)O
1,144.042,2,C(C1C(CC(CO)O1)=O)=O
1,144.042,2,C(C(C1C(CCO1)=O)O)=O
1,144.042,2,C1(C(C(C=O)OCC1)O)=O
1,144.042,2,C(C(C1CC(CO1)=O)O)=O
1,144.042,2,C(C(C)(CC(C=O)=O)O)=O
1,180.063,2,C(C(CO)(C(C(CO)O)O)O)=O
1,132.042,2,C(C(CC(C=O)O)O)=O
1,132.042,2,C(C(C(C(C)O)=O)O)=O
1,74.037,2,C(C(C)O)=O
1,148.074,2,C(CO)(CC(CO)(C)O)=O
1,148.074,2,C(C)(C(C(CO)(C)O)O)=O
1,88.052,2,C(CC(C)O)=O
1,180.063,2,C(CO)(C(C(CO)(CO)O)O)=O
1,162.053,2,C1(C(CC(C1(CO)O)O)O)=O
1,132.042,2,C(CC(C(CO)=O)O)=O
1,118.027,2,C(C(C(CO)O)=O)=O
1,162.053,2,C(C1(C(CC(CO1)O)O)O)=O
1,162.053,2,C(C1(C(CC(CO)O1)O)O)=O
1,162.053,2,C(CO)(C1CC(C(O1)O)O)=O
1,162.053,2,C(C1CC(C(CO)(O1)O)O)=O
1,162.053,2,C(C(C1(C(CCO1)O)O)O)=O
1,162.053,2,C1(C(CCO)OC(C1O)O)=O
